"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","pH_phunits","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"41",837,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601","GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,NA,NA,NA,"2012-10-04","1994-06-02","2014-09-19",23,FALSE,1,9207,"THAMES (SE AREA)","SU8976085601",579309,1,"",2008-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",579801,"2008-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,160,5.52,32,168.5,5.27,32,64,2,5,7,7,14,22,104,4.73,7.75,17.42,44.49,7.01,14.07,49.82,29,195,6.72,37,251,6.78,20,83,24.1,20,59,33.9,32,170.9,5.34,"No",2008,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.180333333333333,9.44666666666667,0.036,5.55,17.1833333333333,8.16666666666667,98.4333333333333,5.56666666666667,0.00110666666666667,0.0182,6.23333333333333,1,NA,8,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",133,26,4,11,31,2,109,0,34,269,55,628,16,140
"42",838,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35890,1,"SU",10402,93811,"SU1040293811","GB106039022990",78,0.5,36.1,5,7.2,46.33,6,46,23,25,200,NA,NA,NA,"1995-01-01","1994-06-02","2009-05-22",19,FALSE,1,9224,"THAMES (W AREA)","SU1040293811",582327,1,"",2008-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579990,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,101,5.61,19,107.9,5.68,NA,NA,NA,NA,NA,NA,NA,13,71,5.46,1.5,1.5,100,7.27,11.62,62.56,17,131,7.71,NA,NA,NA,NA,3,0,24,40,60,19,106.6,5.61,"No",2008,10,"AD28EC71-9919-4374-8D94-0DCEF5DCE8B7","TH-PUTR0091",0.133,9.285,0.03,4.07,14.24,8.075,90.5,4.09,0.000745,0.01715,8.85,1.2,NA,3,"AD28EC71-9919-4374-8D94-0DCEF5DCE8B7",25,711,0,90,61,0,61,0,53,185,19,1186,7,122
"43",845,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670","GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,NA,NA,NA,"1995-01-01","1990-03-12","2019-05-07",48,FALSE,1,9302,"THAMES (SE AREA)","SU9456077670",578763,1,"",2008-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",579419,"2008-12-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,171,5.34,33,169.2,5.13,38,79,2.08,12,7,12,24.95,22,101,4.59,9.25,19.98,46.3,5.23,14.26,36.68,31,202,6.52,44,292,6.64,21,93,22.58,16,67,23.88,33,171.9,5.21,"No",2008,9,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7","TH-PTHR0079",0.184,9.28666666666667,0.07,5.54333333333333,17.3066666666667,8.03,96.9,5.57333333333333,0.00142666666666667,0.0318,18.1333333333333,NA,NA,NA,"0F6A00F5-0182-4A42-9ADC-D6DE8DC6B9E7",814,124,2,109,55,0,374,0,12,317,54,1859,15,429
"44",848,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2021-04-28",52,FALSE,1,9328,"THAME","SP7966615281",578838,1,"",2008-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",574895,"2008-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,151,5.03,33,155.9,4.72,33,42,1.27,3,7,7,8.91,24,108,4.5,7.5,19.23,39,6.01,12.6,47.7,30,192,6.4,36,230,6.39,12,72,16.67,19,58,32.76,33,159.6,4.84,"No",2008,9,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.358333333333333,8.90333333333333,0.0433333333333333,1.85,18.2433333333333,8.04,94.9333333333333,1.88333333333333,0.00114333333333333,0.0353,4.66666666666667,NA,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",104,310,0,132,92,11,201,2,262,96,48,1228,12,295
"45",856,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35933,1,"SP",28643,4076,"SP2864304076","GB106039030280",79,1.1,13.75,1,3.4,15.33,5,33,13,48,245,NA,NA,NA,"1995-01-01","1989-10-10","2013-10-11",24,FALSE,1,9421,"SHILL BROOK","SP2864304076",580280,1,"",2008-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",572903,"2008-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,86,4.53,22,105.9,4.81,16,26,1.63,3,3,3,4.88,15,78,5.2,9.51,12.56,75.72,5.78,8.01,72.16,19,137,7.21,22,154,7,23,43,53.49,21,37,56.76,22,104.1,4.73,"No",2008,10,"7D2FAFE3-F52A-4AF1-9117-553299686B4C","TH-PUTR0080",0.241,9.9875,0.15425,10.3925,13.51,7.865,96.25,10.45,0.0026675,0.044725,NA,NA,NA,NA,"7D2FAFE3-F52A-4AF1-9117-553299686B4C",18,938,28,8,23,0,231,0,27,8,31,1291,7,254
"46",864,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35943,1,"TQ",26600,46620,"TQ2660046620","GB106039017540",49,1.6,10.497,2,4.2,25,5,28,52,15,204,NA,NA,NA,"1995-01-01","1990-03-29","2015-10-20",32,FALSE,1,9524,"SALFORDS STREAM","TQ2660046620",582652,1,"",2008-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",576643,"2008-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,62,4.43,15,65.5,4.37,NA,NA,NA,NA,NA,NA,NA,11,50,4.55,1.13,1.5,75.33,3.01,5.43,55.43,13,93,7.15,NA,NA,NA,NA,3,0,12,26,46.15,15,68,4.53,"No",2008,11,"3B887B00-EA6E-4B65-8B9B-7181215A505A","TH-PMLR0042",0.642333333333333,8.72,0.0333333333333333,2.77,17.09,7.95666666666667,90.6666666666667,2.78333333333333,0.00091,0.0123,34.1333333333333,1.63333333333333,NA,NA,"3B887B00-EA6E-4B65-8B9B-7181215A505A",20,33,0,2,5,2,1,0,37,33,16,133,3,6
"47",878,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,9683,"PANG","SU6347276238",583175,1,"",2008-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",580872,"2009-01-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",34,206,6.06,37,221.4,5.98,29,59,2.03,5,10,10,20.34,26,136,5.23,17.77,23.4,75.94,10.54,15.17,69.48,34,246,7.24,40,300,7.5,38,68,55.88,36,61,59.02,37,221.5,5.99,"No",2008,10,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",0.0483333333333333,9.88333333333333,0.03,6.02333333333333,14.8,7.93333333333333,97.7666666666667,6.03666666666667,0.000673333333333333,0.0158,13,NA,NA,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",28,60,1,73,145,2,82,0,26,101,48,519,22,227
"48",881,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","NORTHFIELD BROOK",35976,1,"SP",53388,1886,"SP5338801886","GB106039030180",57,1,6.72,1,5.3,53.33,0,36,40,23,246,NA,NA,NA,"1995-01-01","1990-04-19","2018-11-14",30,FALSE,1,9712,"NORTHFIELD BROOK","SP5338801886",578688,1,"",2008-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579976,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,76,4.22,21,86.6,4.12,NA,NA,NA,NA,NA,NA,NA,13,49,3.77,0.5,0.87,57.47,2.75,6.66,41.29,17,110,6.47,NA,NA,NA,NA,3,0,10,36,27.78,21,90.7,4.32,"No",2008,9,"01F9D74B-8996-41A9-BD43-2163E246494F","TH-PTHR0048",0.466666666666667,7.90333333333333,0.501,17.9,18.0666666666667,7.53333333333333,83.7333333333333,18.0333333333333,0.00595,0.144566666666667,NA,NA,NA,NA,"01F9D74B-8996-41A9-BD43-2163E246494F",64,221,1,0,101,5,9,0,20,31,22,462,4,110
"49",885,"THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35983,1,"SU",39982,95603,"SU3998295603","GB106039023430",60,1.2,20.96,2,5,66,5,23,37,35,265,NA,NA,NA,"1995-01-01","1990-04-10","2013-10-31",26,FALSE,1,9749,"OCK","SU3998295603",579027,1,"",2008-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579982,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,161,5.96,29,170.1,5.87,NA,NA,NA,NA,NA,NA,NA,18,82,4.56,1,1,100,9.27,14.86,62.38,26,190,7.31,NA,NA,NA,NA,3,0,28,50,56,29,165.5,5.71,"No",2008,9,"97F6F6B6-3399-434B-8A12-AA6DFE0A3C45","TH-POCR0017",0.177,9.24,0.033,4.79,14.48,8.09,90.8,4.81,0.00083,0.0234,27.8,NA,NA,NA,"97F6F6B6-3399-434B-8A12-AA6DFE0A3C45",23,192,0,113,27,15,131,0,44,42,29,593,11,158
"50",889,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35989,1,"TQ",26910,45000,"TQ2691045000","GB106039017621",49,0.6,17.997,3,7.2,58.33,15,33,33,18,83.3,NA,NA,NA,"1995-01-01","1990-01-09","2017-10-27",31,FALSE,1,9780,"MOLE (THAMES)","TQ2691045000",579136,1,"",2008-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",579895,"2008-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,57,4.38,14,66.2,4.73,10,18,1.8,3,3,3,5.4,9,47,5.22,7,9.33,75.03,4,6.43,62.21,12,91,7.58,13,93,7.15,15,31,48.39,16,31,51.61,14,64.3,4.59,"No",2008,9,"49FD2AE5-5AEE-480E-9A92-AE234C99583C","TH-PMLR0035",0.754333333333333,7.69666666666667,0.332333333333333,18.1666666666667,19.56,7.23,84.2,18.3666666666667,0.00176666666666667,0.222666666666667,7.9,1.2,NA,1.86666666666667,"49FD2AE5-5AEE-480E-9A92-AE234C99583C",159,169,0,0,16,12,17,0,84,15,19,472,7,33
"51",890,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35991,1,"TQ",26950,43360,"TQ2695043360","GB106039017621",53,1.3,15.608,3,6.5,26.67,8,38,45,8,93.8,NA,NA,NA,"1995-01-01","1990-01-09","2018-10-01",33,FALSE,1,9801,"MOLE (THAMES)","TQ2695043360",582648,1,"",2008-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",580131,"2009-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,70,4.67,18,79.2,4.4,10,20,2,5,3,5,10,11,49,4.45,2.5,5.94,42.09,0.5,3.68,13.59,14,89,6.36,14,89,6.36,3,32,9.38,8,29,27.59,18,80.1,4.45,"No",2008,11,"85FC8B6B-EB1F-48E5-9C00-3DB5FE5570F2","TH-PMLR0018",0.348666666666667,7.82,0.270666666666667,13.9333333333333,18.28,7.34,83.3,14.2333333333333,0.00187666666666667,0.334133333333333,8.5,1,NA,2.7,"85FC8B6B-EB1F-48E5-9C00-3DB5FE5570F2",108,133,0,0,11,4,0,0,81,22,29,361,4,11
"52",891,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35992,1,"TQ",17950,50230,"TQ1795050230","GB106039017621",39,1,36.445,4,14.5,63.33,9,32,37,23,118,NA,NA,NA,"1995-01-01","1990-03-29","2016-10-06",38,FALSE,1,9824,"MOLE (THAMES)","TQ1795050230",580617,1,"",2008-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573926,"2008-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,122,5.3,26,136.8,5.26,NA,NA,NA,NA,NA,NA,NA,19,95,5,2,2,100,6.27,10.89,57.58,22,157,7.14,NA,NA,NA,NA,3,0,22,47,46.81,26,134.6,5.18,"No",2008,10,"E0870049-0B20-4794-A381-D5FD03EE8A77","TH-PMLR0038",0.557666666666667,7.50333333333333,0.062,10.85,17.61,7.48666666666667,78.8333333333333,10.87,0.000623333333333333,0.0424,NA,NA,NA,NA,"E0870049-0B20-4794-A381-D5FD03EE8A77",71,82,2,20,91,2,88,0,63,263,26,682,8,179
"53",896,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36006,1,"TQ",13000,65810,"TQ1300065810","GB106039017622",9,0.6,70.106,5,15,96.67,5,42,20,33,135,NA,NA,NA,"1995-01-01","1990-05-15","2019-10-09",36,FALSE,1,9876,"MOLE (THAMES)","TQ1300065810",580616,1,"",2008-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",577921,"2009-01-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,116,4.83,26,118.7,4.57,NA,NA,NA,NA,NA,NA,NA,20,83,4.15,NA,NA,NA,3.25,9.35,34.76,24,149,6.21,NA,NA,NA,NA,3,0,13,48,27.08,26,121,4.65,"No",2008,10,"F91115E0-1F90-4274-A94A-C6CE69E92993","TH-PMLR0031",0.464,8.3,0.032,10.2,19.78,7.81,91.1,10.2,0.00078,0.0195,NA,NA,NA,NA,"F91115E0-1F90-4274-A94A-C6CE69E92993",33,210,4,21,84,6,42,0,60,311,27,889,6,126
"54",900,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36013,1,"TQ",26070,39750,"TQ2607039750","GB106039017480",59,1.3,10.374,1,3,33.67,0,7,7,87,88.8,NA,NA,NA,"1995-01-01","1995-03-28","2014-09-08",25,FALSE,1,9960,"MOLE (THAMES)","TQ2607039750",582643,1,"",2008-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",575076,"2008-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,87,4.83,19,85.4,4.49,NA,NA,NA,NA,NA,NA,NA,12,50,4.17,0.5,0.5,100,4.03,8.16,49.39,16,111,6.94,NA,NA,NA,NA,4,0,12,33,36.36,19,93.3,4.91,"No",2008,11,"EF866A6C-B11A-49AA-AC1F-DDE3B3A6E711","TH-PMLR0016",0.1135,7.145,0.0785,0.764,17.04,7.55,74.05,0.785,0.000855,0.02085,NA,NA,NA,NA,"EF866A6C-B11A-49AA-AC1F-DDE3B3A6E711",311,30,3,5,2,0,31,0,321,27,20,733,5,33
"55",909,"THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2020-10-14",60,FALSE,1,10132,"LODDON","SU6868155289",579257,1,"",2008-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",579604,"2009-01-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,111,5.55,22,114.9,5.22,17,25,1.47,3,5,5,7.35,16,84,5.25,13.26,17.43,76.08,8.53,13.14,64.92,19,143,7.53,20,150,7.5,24,45,53.33,25,46,54.35,22,113.5,5.16,"No",2008,10,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.33825,9.56,0.0365,10.2875,15.46,7.805,96,10.3275,0.00064,0.042275,4.65,1.95,NA,1.7,"07509599-DF51-4438-923C-ECD5C5BB82C9",31,1001,4,710,26,5,115,0,359,1111,26,3364,8,141
"56",919,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LANGFORD BROOK",36063,1,"SP",58784,21534,"SP5878421534","GB106039030160",66,0.8,7.73,1,2.4,31.67,0,2,2,97,207,NA,NA,NA,"1995-01-01","1990-05-02","2015-11-03",29,FALSE,1,10284,"LANGFORD BROOK","SP5878421534",578685,1,"",2008-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579979,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,99,4.71,22,97.4,4.43,NA,NA,NA,NA,NA,NA,NA,17,77,4.53,2.13,2.13,100,2.75,8.31,33.09,20,131,6.55,NA,NA,NA,NA,3,0,13,40,32.5,22,101.1,4.6,"No",2008,9,"893A91E8-36DD-4B39-A95A-FE85862FC983","TH-PCHR0031",0.081,10.0966666666667,0.0496666666666667,4.33666666666667,14.8633333333333,8.10666666666667,100.433333333333,4.37666666666667,0.00107,0.0370333333333333,5.23333333333333,1.56666666666667,NA,3.5,"893A91E8-36DD-4B39-A95A-FE85862FC983",58,555,0,7,20,0,3,0,55,763,27,1469,4,23
"57",927,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2017-10-06",38,FALSE,1,10414,"LAMBOURN","SU3892274703",582522,1,"",2008-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579862,"2009-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,131,5.46,26,139.6,5.37,22,34,1.55,5,5,5,7.73,19,98,5.16,15.64,20.17,77.54,10.31,12.78,80.67,23,173,7.52,26,199,7.65,34,59,57.63,32,54,59.26,26,140.7,5.41,"No",2008,10,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",0.0505,10.19,0.03,7.555,13.725,7.835,98.55,7.565,0.000495,0.0072,3.7,NA,NA,NA,"24B91D64-40B1-453A-BD70-E63E056E6648",82,1019,49,14,532,0,316,0,112,65,35,2209,12,848
"58",932,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36082,1,"SU",49096,67252,"SU4909667252","GB106039017420",72,2,60.9,5,12,52.33,10,70,15,5,242,NA,NA,NA,"1995-01-01","1990-05-17","2013-09-13",34,FALSE,1,10502,"KENNET","SU4909667252",578878,1,"",2008-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",582284,"2009-03-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,142,6.17,26,167.4,6.44,21,48,2.29,7,5,7,16,20,120,6,24.02,25.74,93.32,16.3,18.22,89.46,23,188,8.17,29,246,8.48,55,69,79.71,44,58,75.86,26,162.4,6.25,"No",2008,9,"4F541E5D-0999-4336-90AB-3F3EF53D71E4","TH-PKER0043",0.03,9.38,0.03,5.03,16.7,7.9,96.7,5.04,0.00071,0.0148,12.4,NA,NA,NA,"4F541E5D-0999-4336-90AB-3F3EF53D71E4",160,1642,34,117,391,0,749,6,63,44,40,3208,19,1146
"59",950,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",36114,1,"TQ",28670,40350,"TQ2867040350","GB106039017500",59,1.5,12.577,2,5.8,38.67,15,33,5,47,84.8,NA,NA,NA,"1995-01-01","1990-01-09","2016-10-11",27,FALSE,1,10710,"GATWICK STREAM","TQ2867040350",582650,1,"",2008-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",580132,"2009-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,57,4.07,17,57.3,3.37,13,26,2,5,3,5,10,11,52,4.73,4,6.58,60.79,2.76,5.68,48.59,13,84,6.46,16,105,6.56,6,37,16.22,9,31,29.03,17,69.3,4.08,"No",2008,11,"CD986750-39B5-4BED-8746-639B04A1BF59","TH-PMLR0012",0.358666666666667,8.3,0.409333333333333,19.1333333333333,19.23,7.10666666666667,90.1,19.2333333333333,0.00208666666666667,0.116933333333333,5.3,1.7,NA,1.3,"CD986750-39B5-4BED-8746-639B04A1BF59",1173,593,4,0,7,0,1,0,5175,46,26,7000,2,8
