"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","BOD : 5 Day ATU_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Nitrate as N_mg/l","Nitrite as N_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"57",603,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",35478,1,"SP",18023,19756,"SP1802319756","GB106039030470",124,2.9,10.27,2,6.8,30,10,43,33,13,180,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",38,FALSE,1,6957,"DIKLER","SP1802319756",360680,1,"",2002-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",354644,"2002-12-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,175,5.65,35,194.1,5.55,40,73,1.83,5,7,7,12.78,26,123,4.73,19.63,30.25,64.89,11.5,17.58,65.42,29,205,7.07,45,328,7.29,39,88,44.32,33,65,50.77,35,194.6,5.56,"No",2002,9,"39864231-E9B9-48F7-8525-915DC0F36E3D","TH-PWRR0005",0.328,14.7,10.11,0.0533333333333333,8.07,8.55,1.6,0.0014,99.7,8.26666666666667,NA,0.0193333333333333,NA,"39864231-E9B9-48F7-8525-915DC0F36E3D",125,101,0,325,111,6,122,13,214,0,55,1391,19,246
"58",606,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SWERE",35481,1,"SP",46117,33234,"SP4611733234","GB106039037220",88,2,20.24,2,5.1,23.33,37,40,8,15,189,NA,NA,NA,"1995-01-01","1989-10-25","2019-10-10",31,FALSE,1,7000,"SWERE","SP4611733234",353547,1,"",2002-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347293,"2003-02-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,162,5.59,29,163,5.62,23,38,1.65,5,7,7,11.57,22,113,5.14,14.26,19.76,72.17,10.29,16.15,63.72,27,190,7.04,26,191,7.35,23,56,41.07,31,64,48.44,29,164,5.66,"No",2002,10,"EB89A1A5-8A7E-4B32-9780-DE00D1189391","TH-PCHR0048",0.313,15.75,8.78,0.0386666666666667,8.04666666666667,6.38666666666667,1.66666666666667,0.00103333333333333,88.6333333333333,NA,NA,NA,NA,"EB89A1A5-8A7E-4B32-9780-DE00D1189391",131,604,11,99,108,1,53,8,120,2057,32,3192,12,169
"59",608,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35484,1,"SP",39756,5393,"SP3975605393","GB106039030440",70,0.6,67.52,5,7.7,47,2,52,37,9,187,NA,NA,NA,"1995-01-01","1995-03-29","2006-10-26",19,FALSE,1,7027,"WINDRUSH","SP3975605393",349972,1,"",2002-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",343066,"2002-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,152,5.43,32,172.1,5.38,31,56,1.81,12,7,12,21.68,26,146,5.62,17.38,25.95,66.97,10.77,17.1,62.98,29,212,7.31,36,266,7.39,32,76,42.11,33,66,50,32,174.9,5.47,"No",2002,10,"EA980097-4419-4476-B64A-E1DC4D4D4FF7","TH-PWRR0019",0.095,16.4,10.05,0.051,8.3,6.55666666666667,1.53333333333333,0.0015,102.9,5.46666666666667,NA,0.0178666666666667,NA,"EA980097-4419-4476-B64A-E1DC4D4D4FF7",0,0,0,0,0,0,0,0,0,0,69,4318,23,290
"60",609,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35489,1,"SU",61842,68631,"SU6184268631","GB106039023140",51,2.1,82.82,6,9,120,1,12,30,57,233,NA,NA,NA,"1995-01-01","1990-07-03","2015-03-11",25,FALSE,1,7040,"KENNET","SU6184268631",353289,1,"",2002-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",346539,"2003-02-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,93,5.47,17,95.4,5.61,15,26,1.73,5,3,5,8.67,13,78,6,7.01,10.57,66.32,7.01,10.64,65.88,15,119,7.93,18,140,7.78,16,31,51.61,19,31,61.29,17,97.1,5.71,"No",2002,10,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3","TH-PKER0137",0.165,13.63,10.6,0.075,8.17,5.6,1.5,0.0018,102.4,18.6,NA,0.0291,NA,"48191757-E2B7-4F8E-A4F1-32A7CB1B08D3",0,500,0,0,0,0,32,0,81,0,26,824,5,32
"61",611,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574","GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,NA,NA,NA,"1995-01-01","1990-05-15","2023-03-20",64,FALSE,1,7072,"KENNET","SU2273169574",354014,1,"",2002-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347659,"2003-02-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,146,5.62,29,163.1,5.62,21,30,1.43,5,5,5,7.14,20,100,5,18.76,22.31,84.09,11.04,14,78.86,25,185,7.4,25,191,7.64,36,60,60,34,58,58.62,29,162.4,5.6,"No",2002,9,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3","TH-PKER0052",0.0606,12.476,12.358,0.0492,8.13,6.97,1.76,0.00102,116.34,3.925,6.944,0.02564,NA,"E9D36644-ED20-45A7-8FC1-4034F0AF51B3",113,741,6,40,65,0,1531,1,128,153,37,2778,13,1597
"62",613,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35507,1,"SP",17863,17640,"SP1786317640","GB106039030440",120,1.7,20.58,4,7,38.33,5,67,23,5,178,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",40,FALSE,1,7131,"WINDRUSH","SP1786317640",351009,1,"",2002-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",343831,"2002-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,177,5.71,34,215.1,6.33,31,52,1.68,3,7,7,11.74,28,150,5.36,26.78,32.54,82.3,15.05,20.44,73.63,31,234,7.55,34,279,8.21,46,76,60.53,44,72,61.11,34,208.6,6.14,"No",2002,10,"06E1CD36-3E04-41C9-AA40-8751C2CDC930","TH-PWRR0023",0.1,14.3333333333333,11.1,0.0413333333333333,8.18333333333333,8.29666666666667,1.66666666666667,0.001,108.933333333333,7.66666666666667,NA,0.0164,NA,"06E1CD36-3E04-41C9-AA40-8751C2CDC930",0,0,0,0,0,0,0,0,0,0,71,6472,31,1389
"63",627,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OCKLEY BROOK",35558,1,"SP",51084,31799,"SP5108431799","GB106039037230",85,3.3,7.8,1,4.2,48.33,2,5,7,87,244,NA,NA,NA,"1995-01-01","1989-08-24","2013-09-25",18,FALSE,1,7253,"OCKLEY BROOK","SP5108431799",353423,1,"",2002-11-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347725,"2002-11-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,118,5.9,23,137.1,5.96,NA,NA,NA,NA,NA,NA,NA,15,81,5.4,2.26,3.49,64.76,8.03,11.4,70.44,19,146,7.68,NA,NA,NA,NA,4,0,28,44,63.64,23,137.3,5.97,"No",2002,11,"405A37E3-2594-48CF-9D7C-2F71B8CDBA6F","TH-PCHR0098",0.129333333333333,15.4833333333333,10.2133333333333,0.0413333333333333,8.26666666666667,7.78,1.1,0.00113333333333333,102.4,NA,NA,NA,NA,"405A37E3-2594-48CF-9D7C-2F71B8CDBA6F",600,1001,0,100,32,0,84,0,159,197,26,2175,10,116
"64",631,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","LITTLE COMPTON STREAM",35562,1,"SP",22460,30520,"SP2246030520","GB106039037390",126,4,6.02,1,1.7,25,7,7,10,77,178,NA,NA,NA,"1995-01-01","1990-10-18","2013-11-20",15,FALSE,1,7282,"LITTLE COMPTON STREAM","SP2246030520",353419,1,"",2002-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347694,"2002-09-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,147,5.65,30,170.9,5.7,NA,NA,NA,NA,NA,NA,NA,21,91,4.33,1.26,2.86,44.06,5.52,14.23,38.79,25,166,6.64,NA,NA,NA,NA,4,0,19,55,34.55,30,172,5.73,"No",2002,9,"96C07FC0-AC72-4C44-B50F-61BE9FFEF207","TH-PEVR0043",0.32225,14.8,9.7225,0.03575,8.145,7.5125,1.2,0.000925,95.925,NA,NA,NA,NA,"96C07FC0-AC72-4C44-B50F-61BE9FFEF207",240,100,0,135,48,3,41,4,753,711,34,2167,9,93
"65",636,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","LENTA BROOK(EAST)",35573,1,"SU",22344,87772,"SU2234487772","GB106039022930",88,1.3,1,1,1.4,13.33,0,0,3,97,245,NA,NA,NA,"1995-01-01","1990-08-14","2013-11-22",15,FALSE,1,7330,"LENTA BROOK(EAST)","SU2234487772",351322,1,"",2002-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",344167,"2002-12-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,41,3.42,14,51,3.64,NA,NA,NA,NA,NA,NA,NA,10,31,3.1,1.13,1.5,75.33,1,2.96,33.78,10,57,5.7,NA,NA,NA,NA,3,0,3,27,11.11,14,53.8,3.84,"No",2002,11,"B6D311CE-5799-4E1E-B98C-5945EC03BE20","TH-PUTR0190",2.9505,13.175,7.38,0.09825,7.735,11.455,1.775,0.0012,70.525,NA,NA,NA,NA,"B6D311CE-5799-4E1E-B98C-5945EC03BE20",59,50,7,1,0,0,0,0,45,140,16,302,0,0
"66",662,"THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35782,1,"SU",87777,92372,"SU8777792372","GB106039023880",60,3.3,7.6,2,2.8,26,11,59,13,17,232,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-01",44,FALSE,1,7638,"WYE (THAMES","SU8777792372",353225,1,"",2002-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",346483,"2003-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,108,4.7,24,111.5,4.65,NA,NA,NA,NA,NA,NA,NA,15,71,4.73,1,1,100,9.04,13.42,67.36,22,150,6.82,NA,NA,NA,NA,5,0,27,57,47.37,24,117.2,4.88,"No",2002,11,"658AC00E-10A0-4ED5-AA85-D871D9001C67","TH-PWYR0012",0.0296666666666667,14.9333333333333,10.3666666666667,0.0366666666666667,8.03333333333333,4.97666666666667,1.13333333333333,0.001,102.633333333333,NA,NA,NA,NA,"658AC00E-10A0-4ED5-AA85-D871D9001C67",1064,10150,3,41,168,0,100,0,260,215,26,12101,8,268
"67",670,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720","GB106039030440",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,NA,NA,NA,"1995-01-01","1989-10-10","2021-11-04",43,FALSE,1,7845,"WINDRUSH","SP4019601720",347126,1,"",2002-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",341581,"2002-09-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,138,5.75,26,156.4,6.02,23,41,1.78,5,5,5,8.91,21,104,4.95,18.76,22.68,82.72,10,12.93,77.34,22,165,7.5,26,203,7.81,32,51,62.75,29,45,64.44,26,150.7,5.8,"No",2002,9,"247961AD-5079-468A-AA05-C27851449E22","TH-PWRR0021",0.3165,16.75,9.89,0.06,8.25,6.87,1.8,0.0018,102.3,9.95,6.845,0.02385,NA,"247961AD-5079-468A-AA05-C27851449E22",0,0,0,0,0,0,0,0,0,0,53,2076,21,648
"68",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8259,"THAMES (W AREA)","SU0181494776",352480,1,"",2002-11-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345523,"2003-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,79,5.27,16,81.7,5.11,NA,NA,NA,NA,NA,NA,NA,13,63,4.85,0.63,0.63,100,2.5,5.42,46.13,15,96,6.4,NA,NA,NA,NA,3,0,12,35,34.29,16,82.9,5.18,"No",2002,11,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.02,14.0875,8.7475,0.03825,8.0325,6.54,1.025,0.0008,84.975,NA,NA,NA,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",32,30,0,30,100,0,20,0,2,61,17,275,5,120
"69",703,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35879,2,"SU",76447,83083,"SU7644783083","GB106039023233",36,0.3,166.14,8,72,280,4,72,20,5,223,NA,NA,NA,"1995-01-01","1989-10-02","2014-10-16",28,FALSE,1,8316,"THAMES (W AREA)","SU7644783083",355331,1,"",2002-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",349830,"2003-02-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,135,5,29,125.6,4.33,28,37,1.32,3,5,5,6.61,18,80,4.44,4.5,17.57,25.61,2.28,11.56,19.72,26,162,6.23,30,187,6.23,11,69,15.94,11,60,18.33,29,130.9,4.51,"No",2002,11,"B90A5049-81E8-4BD7-9527-6D1DD1469F91","TH-PTHR0088",0.2885,17.78,8.985,0.096,7.975,6.085,1.95,0.00265,94.35,5.05,NA,0.04495,NA,"B90A5049-81E8-4BD7-9527-6D1DD1469F91",0,230,2,0,0,0,22,0,30,0,43,819,9,28
"70",708,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35890,1,"SU",10402,93811,"SU1040293811","GB106039022990",78,0.5,36.1,5,7.2,46.33,6,46,23,25,200,NA,NA,NA,"1995-01-01","1994-06-02","2009-05-22",19,FALSE,1,8384,"THAMES (W AREA)","SU1040293811",353443,1,"",2002-11-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347468,"2002-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,45,3.75,13,49.4,3.8,NA,NA,NA,NA,NA,NA,NA,8,33,4.13,0.63,1.37,45.99,2.26,4.45,50.79,10,67,6.7,NA,NA,NA,NA,2,0,8,23,34.78,13,54.2,4.17,"No",2002,11,"AD28EC71-9919-4374-8D94-0DCEF5DCE8B7","TH-PUTR0091",0.39725,16.75,8.915,0.04,8.11,3.4325,1.175,0.0012,91.975,4.725,NA,0.02055,NA,"AD28EC71-9919-4374-8D94-0DCEF5DCE8B7",8,59,0,1,0,0,2,0,211,349,21,630,1,2
"71",726,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SHILL BROOK",35933,1,"SP",28643,4000,"SP2864304000","GB106039030280",79,1.1,13.75,1,3.4,15.33,5,33,13,48,245,NA,NA,NA,"1995-01-01","1989-10-10","2013-10-11",24,FALSE,1,8587,"SHILL BROOK","SP2864304000",353442,1,"",2002-11-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347474,"2002-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,68,4,20,71.3,3.57,NA,NA,NA,NA,NA,NA,NA,11,48,4.36,1.13,2.48,45.56,1.75,5.94,29.46,16,99,6.19,NA,NA,NA,NA,4,0,10,40,25,20,81.6,4.08,"No",2002,11,"7D2FAFE3-F52A-4AF1-9117-553299686B4C","TH-PUTR0080",0.233,14.35,8.18,0.1805,7.75,15.75,1.65,0.00255,80.15,NA,NA,NA,NA,"7D2FAFE3-F52A-4AF1-9117-553299686B4C",823,820,205,0,2,0,4,0,312,553,27,2721,2,6
"72",735,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35947,1,"SP",75153,7703,"SP7515307703","GB106039030270",68,0.8,14.65,1,2,50,3,20,32,45,254,NA,NA,NA,"1995-01-01","1989-09-13","2013-10-07",22,FALSE,1,8705,"SCOTSGROVE BROOK","SP7515307703",353470,1,"",2002-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347577,"2002-11-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,44,3.67,17,65.4,3.85,NA,NA,NA,NA,NA,NA,NA,12,41,3.42,0.63,1.49,42.28,0.5,3.92,12.76,10,56,5.6,NA,NA,NA,NA,4,0,5,30,16.67,17,68.2,4.01,"No",2002,11,"895701B8-A56E-43DF-9092-4C0411F9C877","TH-PTAR0032",1.4025,15.975,8.5325,0.05075,7.95,5.9675,1.525,0.001375,86.475,NA,NA,NA,NA,"895701B8-A56E-43DF-9092-4C0411F9C877",320,90,0,2,30,0,0,0,42,425,18,909,1,30
"73",748,"THAMES - WEST","THAMES","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","PANG",35969,1,"SU",63472,76238,"SU6347276238","GB106039023300",43,1.7,30.01,3,6.9,52.67,2,26,17,55,221,NA,NA,NA,"1995-01-01","1989-03-17","2012-05-31",41,FALSE,1,8843,"PANG","SU6347276238",354017,1,"",2002-11-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",348917,"2003-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",37,203,5.49,38,189.3,4.98,32,61,1.91,5,10,10,19.06,27,133,4.93,12.64,27.19,46.49,8.53,20.24,42.14,36,236,6.56,35,240,6.86,24,81,29.63,28,84,33.33,38,195.8,5.15,"No",2002,11,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06","TH-PPSR0003",0.0613333333333333,14.3966666666667,11.7,0.038,8.17333333333333,6.79666666666667,2.23333333333333,0.000956666666666667,114.833333333333,7.83333333333333,NA,0.0183666666666667,NA,"C6823BDD-73F9-423F-B40C-DE7E3E2A4E06",288,260,4,23,0,13,173,0,200,2035,49,3194,17,354
"74",751,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","NORTHFIELD BROOK",35976,1,"SP",53388,1886,"SP5338801886","GB106039030180",57,1,6.72,1,5.3,53.33,0,36,40,23,246,NA,NA,NA,"1995-01-01","1990-04-19","2018-11-14",30,FALSE,1,8881,"NORTHFIELD BROOK","SP5338801886",353497,1,"",2002-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",346839,"2002-10-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,56,4.31,15,65.7,4.38,5,7,1.4,3,3,3,4.2,7,32,4.57,1.5,2.85,52.63,2,4.19,47.73,12,78,6.5,8,52,6.5,4,19,21.05,8,24,33.33,15,65.8,4.39,"No",2002,10,"01F9D74B-8996-41A9-BD43-2163E246494F","TH-PTHR0048",0.569333333333333,19.5666666666667,7.08,0.164333333333333,7.56,13.4333333333333,1.63333333333333,0.0021,77.4333333333333,NA,NA,NA,NA,"01F9D74B-8996-41A9-BD43-2163E246494F",0,0,0,0,22,0,0,0,0,0,23,146,5,24
"75",755,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","OCK",35983,1,"SU",39982,95603,"SU3998295603","GB106039023430",60,1.2,20.96,2,5,66,5,23,37,35,265,NA,NA,NA,"1995-01-01","1990-04-10","2013-10-31",26,FALSE,1,8916,"OCK","SU3998295603",358514,1,"",2002-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",352407,"2003-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",36,195,5.42,37,197.8,5.35,NA,NA,NA,NA,NA,NA,NA,25,110,4.4,2.13,2.13,100,11.75,20.76,56.6,34,234,6.88,NA,NA,NA,NA,4,0,30,73,41.1,37,201.4,5.44,"No",2002,9,"97F6F6B6-3399-434B-8A12-AA6DFE0A3C45","TH-POCR0017",0.321714285714286,15.02,11.0485714285714,0.386571428571429,8.12,5.06142857142857,3.14285714285714,0.01,109.885714285714,11.6,NA,0.07175,NA,"97F6F6B6-3399-434B-8A12-AA6DFE0A3C45",340,113,0,56,118,7,303,0,509,706,37,2208,11,421
"76",769,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","MARSTON MEYSEY BROOK",36011,1,"SU",12756,96540,"SU1275696540","GB106039023860",70,0.5,7.6,1,2.9,26.5,1,34,30,35,225,NA,NA,NA,"1995-01-01","1991-01-23","2005-04-20",13,FALSE,1,9122,"MARSTON MEYSEY BROOK","SU1275696540",352417,1,"",2002-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345421,"2003-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,118,4.92,26,117.1,4.5,NA,NA,NA,NA,NA,NA,NA,17,68,4,1.76,2.5,70.4,3.01,7.14,42.16,22,136,6.18,NA,NA,NA,NA,4,0,15,50,30,26,125.2,4.82,"No",2002,11,"3F0C2D61-0C38-4912-8456-24F2ACEC0168","TH-PUTR0227",0.101333333333333,16.7,9.50333333333333,0.0386666666666667,8,6.75,1.16666666666667,0.00113333333333333,98.0666666666667,NA,NA,NA,NA,"3F0C2D61-0C38-4912-8456-24F2ACEC0168",174,120,10,7,30,0,0,1,126,120,29,621,5,31
