"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","pH_phunits","Nitrite as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"52",596,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LUDGERSHALL BROOK",35463,1,"SP",65224,19509,"SP6522419509","GB106039030060",62,1.1,6.5,1,1,10.33,0,0,0,100,235,NA,NA,NA,"1995-01-01","1990-05-29","2016-09-23",20,FALSE,1,6893,"LUDGERSHALL BROOK","SP6522419509",678102,1,"",2013-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664978,"2013-10-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,57,4.07,15,64.1,4.27,NA,NA,NA,NA,NA,NA,NA,9,33,3.67,0.5,0.5,100,1,3.65,27.4,13,83,6.38,NA,NA,NA,NA,2,0,10,24,41.67,15,64.4,4.29,"No",2013,10,"8604EE97-639F-481D-84B4-AF94E4805EAE","TH-PCHR0156",2.19,16.45,5.52,3.345,8.03,0.07145,0.1115,3.415,0.00291,56.65,NA,NA,NA,"8604EE97-639F-481D-84B4-AF94E4805EAE",12,404,0,27,19,0,0,0,6,162,17,640,2,19
"53",605,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SOR BROOK",35480,1,"SP",47475,34663,"SP4747534663","GB106039037260",85,1.3,22.3,3,5.3,116.67,1,17,35,47,177,NA,NA,NA,"1995-01-01","1990-03-08","2014-04-17",27,FALSE,1,6994,"SOR BROOK","SP4747534663",672508,1,"",2013-09-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",658123,"2013-10-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,45,4.5,11,51.3,4.66,7,12,1.71,5,1,5,8.57,9,45,5,3,5.21,57.58,1.76,4.17,42.21,8,58,7.25,8,60,7.5,7,17,41.18,7,17,41.18,11,54.3,4.94,"No",2013,9,"C2861F12-7B06-4E10-9163-05331F7D0D69","TH-PCHR0046",0.251,14.05,8.93,8.95,8.115,0.01825,0.0315,8.98,0.00077,86.95,11.55,NA,NA,"C2861F12-7B06-4E10-9163-05331F7D0D69",32,56,0,1,1,0,4,0,49,13,11,157,3,5
"54",613,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35507,1,"SP",17863,17640,"SP1786317640","GB106039030440",120,1.7,20.58,4,7,38.33,5,67,23,5,178,NA,NA,NA,"1995-01-01","1989-10-31","2020-09-23",40,FALSE,1,7146,"WINDRUSH","SP1786317640",678515,1,"",2013-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",658708,"2013-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,114,6,21,129.3,6.16,16,24,1.5,3,5,5,7.5,16,91,5.69,12.26,15.21,80.6,8.5,12.39,68.6,18,140,7.78,19,154,8.11,29,43,67.44,24,42,57.14,21,126.9,6.04,"No",2013,11,"06E1CD36-3E04-41C9-AA40-8751C2CDC930","TH-PWRR0023",NA,14.9,9.44333333333333,NA,8.3,0.0124666666666667,0.03,NA,0.000786666666666667,93.6666666666667,10.74,NA,NA,"06E1CD36-3E04-41C9-AA40-8751C2CDC930",48,229,0,13,16,0,84,0,44,104,26,538,13,100
"55",623,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","SLEA",35535,1,"SU",77946,37637,"SU7794637637","GB106039017750",71,4,4.9,1,2.5,16.7,17,37,14,32,66.9,NA,NA,NA,"2012-10-04","2013-05-14","2013-09-27",2,FALSE,1,7237,"SLEA","SU7794637637",673273,1,"",2013-09-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663289,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,126,5.25,27,148.9,5.51,NA,NA,NA,NA,NA,NA,NA,19,79,4.16,1.26,1.63,77.3,7.27,11.9,61.09,23,156,6.78,NA,NA,NA,NA,2,0,24,46,52.17,27,146.3,5.42,"No",2013,9,"7F15FF0A-BCB8-4F54-878B-F1F43CCF633C","TH-PWER0104",0.156666666666667,14.5666666666667,7.71333333333333,1.98,7.98,0.0267333333333333,0.0436666666666667,2.00666666666667,0.000896666666666667,75.2666666666667,NA,NA,NA,"7F15FF0A-BCB8-4F54-878B-F1F43CCF633C",18,1281,0,565,397,16,21,0,204,52,31,2564,8,418
"56",627,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OCKLEY BROOK",35558,1,"SP",51084,31799,"SP5108431799","GB106039037230",85,3.3,7.8,1,4.2,48.33,2,5,7,87,244,NA,NA,NA,"1995-01-01","1989-08-24","2013-09-25",18,FALSE,1,7257,"OCKLEY BROOK","SP5108431799",672687,1,"",2013-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664944,"2013-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,86,5.73,18,99.2,5.51,NA,NA,NA,NA,NA,NA,NA,14,67,4.79,0.5,1.36,36.76,4.23,8.57,49.36,14,105,7.5,NA,NA,NA,NA,3,0,14,31,45.16,18,101.1,5.62,"No",2013,9,"405A37E3-2594-48CF-9D7C-2F71B8CDBA6F","TH-PCHR0098",0.059,14.7,9.64,8.08,8.16,0.0297,0.03,8.11,0.00077,95.2,NA,NA,NA,"405A37E3-2594-48CF-9D7C-2F71B8CDBA6F",43,20,0,37,18,0,7,23,25,45,19,221,6,48
"57",630,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","BLEDINGTON BROOK",35561,1,"SP",25034,22917,"SP2503422917","GB106039030000",108,2,5.75,1,2.2,41.67,2,7,13,78,210,NA,NA,NA,"1995-01-01","1990-11-19","2015-03-18",18,FALSE,1,7277,"BLEDINGTON BROOK","SP2503422917",677024,1,"",2013-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663311,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,49,4.45,12,55.4,4.62,NA,NA,NA,NA,NA,NA,NA,8,33,4.13,0.5,0.5,100,NA,2.91,0,9,56,6.22,NA,NA,NA,NA,3,0,2,17,11.76,12,54.9,4.58,"No",2013,10,"55BC8C6C-FC36-4B19-AFC4-626FE86AB6C2","TH-PEVR0033",0.0656666666666667,17.1333333333333,6.29333333333333,2.592,7.74,0.0372666666666667,0.0886666666666667,2.63,0.00115,63.9,NA,NA,NA,"55BC8C6C-FC36-4B19-AFC4-626FE86AB6C2",32,6,0,2,2,0,1,0,20,11,14,77,2,3
"58",656,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","ASHRIDGE STREAM",35762,1,"SU",79950,70480,"SU7995070480","GB106039023130",43,3,1.718,1,2.5,26.33,3,27,23,47,210,NA,NA,NA,"1995-01-01","1990-08-28","2018-10-04",25,FALSE,1,7582,"ASHRIDGE STREAM","SU7995070480",672270,1,"",2013-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664940,"2013-09-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,69,4.6,16,65.9,4.12,NA,NA,NA,NA,NA,NA,NA,11,44,4,NA,NA,NA,0.5,4.14,12.08,13,79,6.08,NA,NA,NA,NA,4,0,3,24,12.5,16,69.9,4.37,"No",2013,9,"EA61CA0B-8274-4387-9CE1-FB58B6B92A79","TH-PLDR0124",0.933666666666667,15.6,5.76666666666667,16.4333333333333,7.75666666666667,0.1284,0.0696666666666667,16.5333333333333,0.00100666666666667,58.1333333333333,7.82666666666667,NA,NA,"EA61CA0B-8274-4387-9CE1-FB58B6B92A79",112,64,2,5,15,0,3,0,57,270,19,535,3,18
"59",657,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35763,1,"TQ",30900,47600,"TQ3090047600","GB106039017560",62,2.5,3.88,1,3,32.5,21,45,0,34,204,NA,NA,NA,"2012-10-04","2013-05-08","2015-10-27",4,FALSE,1,7588,"SALFORDS STREAM","TQ3090047600",672919,1,"",2013-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",655403,"2013-10-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,67,6.09,14,80.7,5.76,1,1,1,1,3,3,3,9,51,5.67,1,1.49,67.11,1.76,4.43,39.73,11,79,7.18,5,38,7.6,4,11,36.36,7,17,41.18,14,81.8,5.84,"No",2013,9,"5208B588-8D0D-4FC8-82C1-9CD3AC9D5F93","TH-PMLR0058",0.639,14.6,9.065,1.955,7.885,0.01595,0.033,1.97,0.000655,89,NA,NA,NA,"5208B588-8D0D-4FC8-82C1-9CD3AC9D5F93",2,44,0,5,11,3,8,0,33,79,14,185,5,19
"60",662,"THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35782,1,"SU",87777,92372,"SU8777792372","GB106039023880",60,3.3,7.6,2,2.8,26,11,59,13,17,232,NA,NA,NA,"1995-01-01","1989-10-04","2019-11-01",44,FALSE,1,7652,"WYE (THAMES","SU8777792372",676709,1,"",2013-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663745,"2013-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,71,4.73,19,95.6,5.03,12,14,1.17,1,3,3,3.5,13,74,5.69,7.88,11.44,68.88,8.3,11.69,71,15,115,7.67,14,107,7.64,19,37,51.35,24,39,61.54,19,93.7,4.93,"No",2013,10,"658AC00E-10A0-4ED5-AA85-D871D9001C67","TH-PWYR0012",0.0216666666666667,16.6,8.08333333333333,5.4,7.83666666666667,0.0212,0.03,5.42,0.000666666666666667,82.5,NA,NA,NA,"658AC00E-10A0-4ED5-AA85-D871D9001C67",33,5001,0,4,211,0,106,0,67,171,23,5593,7,317
"61",663,"THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492","GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,NA,NA,NA,"1995-01-01","1989-10-04","2019-09-06",48,FALSE,1,7684,"WYE (THAMES","SU8955086492",674123,1,"",2013-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",656328,"2013-10-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,89,5.56,19,106.6,5.61,15,31,2.07,5,3,5,10.33,15,75,5,14.26,16.69,85.44,9.54,11.47,83.17,16,124,7.75,18,144,8,24,41,58.54,23,36,63.89,19,109.8,5.78,"No",2013,10,"58217BCA-714B-4A4E-9990-CE0B3D900946","TH-PWYR0015",0.072,17.1,8.2,5.46,7.93,0.102,0.142,5.56,0.00371,85.2,NA,NA,NA,"58217BCA-714B-4A4E-9990-CE0B3D900946",185,0,1,1181,467,0,20,0,346,18,26,2219,12,487
"62",673,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334","GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,NA,NA,NA,"1995-01-01","1990-05-15","2022-03-23",25,FALSE,1,7939,"WEY","TQ0699561334",673255,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",655420,"2013-10-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,158,6.08,28,161.9,5.78,28,64,2.29,5,7,7,16,23,126,5.48,18.64,23.91,77.96,13.76,17.65,77.96,26,189,7.27,33,248,7.52,38,69,55.07,33,56,58.93,28,161.9,5.78,"No",2013,9,"C899B921-9DF1-4C25-AB4A-3178E08B8D03","TH-PWER0038",0.206,17.8,8.24,6.8,7.75,0.0455,0.036,6.85,0.00066,86.9,NA,NA,NA,"C899B921-9DF1-4C25-AB4A-3178E08B8D03",42,60,1,50,135,5,219,0,92,281,44,1079,20,354
"63",676,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35811,1,"SU",87320,32660,"SU8732032660","GB106039017700",111,6.5,5.652,1,3.7,21,12,57,20,12,74.2,NA,NA,NA,"1995-01-01","1990-03-19","2013-09-17",23,FALSE,1,7962,"WEY (SOUTH)","SU8732032660",671691,1,"",2013-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",655464,"2013-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,109,5.74,20,129,6.45,15,21,1.4,3,5,5,7,15,88,5.87,15.88,17.48,90.85,12.98,14.67,88.48,17,137,8.06,19,157,8.26,33,44,75,33,44,75,20,122,6.1,"No",2013,9,"4A0E726C-CC85-43CE-AACE-2CA2C3FAAE6B","TH-PWER0026",0.058,13.7,8.99,5.73,7.74,0.0236,0.12,5.75,0.00159,86.9,8.57,NA,NA,"4A0E726C-CC85-43CE-AACE-2CA2C3FAAE6B",28,5,0,113,183,0,27,13,195,25,26,590,13,223
"64",677,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35812,1,"SU",80820,36690,"SU8082036690","GB106039017720",66,1.4,17.36,3,6.7,51.67,13,48,25,13,82.4,NA,NA,NA,"1995-01-01","1990-03-19","2022-11-08",61,FALSE,1,7994,"WEY (SOUTH)","SU8082036690",670670,1,"",2013-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",655345,"2013-09-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,146,6.08,24,150.8,6.28,24,38,1.58,5,5,5,7.92,20,118,5.9,21.52,24.83,86.67,13.51,16.9,79.94,22,174,7.91,27,215,7.96,39,57,68.42,36,52,69.23,24,153.2,6.38,"No",2013,9,"B0475CBD-1970-4942-AE13-A0682226E22E","TH-PWER0027",NA,15.25,8.59,4.765,7.895,0.02085,0.036,4.785,0.000685,85.65,5.25,NA,NA,"B0475CBD-1970-4942-AE13-A0682226E22E",60,263,0,140,351,0,61,7,1137,37,31,2057,14,419
"65",684,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","UFFINGTON BROOK",35824,1,"SU",30774,90734,"SU3077490734","GB106039023400",76,2.5,5.09,1,1.6,15,0,10,20,70,210,NA,NA,NA,"1995-01-01","1989-09-13","2015-05-13",21,FALSE,1,8043,"UFFINGTON BROOK","SU3077490734",678199,1,"",2013-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664983,"2013-11-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,56,4.67,12,54.9,4.58,NA,NA,NA,NA,NA,NA,NA,8,40,5,0.5,0.5,100,1.75,4.16,42.07,10,66,6.6,NA,NA,NA,NA,3,0,8,19,42.11,12,58.6,4.88,"No",2013,11,"2D42E426-37E3-4AAA-83D2-2013138D6BEB","TH-POCR0021",0.316,13.5,9.15,5.31,8.13,0.0449,0.039,5.35,0.00092,88,NA,NA,NA,"2D42E426-37E3-4AAA-83D2-2013138D6BEB",13,11,0,7,7,0,1,0,12,433,13,485,4,8
"66",686,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35830,1,"SU",86010,46630,"SU8601046630","GB106039017830",59,1.7,21.286,4,11.8,66.67,8,45,33,13,229,NA,NA,NA,"1995-01-01","1990-03-19","2014-09-19",30,FALSE,1,8065,"WEY (NORTH)","SU8601046630",670572,1,"",2013-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",658135,"2013-10-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,88,5.18,18,96.6,5.37,16,28,1.75,5,3,5,8.75,13,68,5.23,11.88,14.58,81.48,6,9.17,65.43,17,125,7.35,22,166,7.55,23,43,53.49,19,34,55.88,18,94.1,5.23,"No",2013,9,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66","TH-PWER0024",0.593,15.1,7.04,6.7,8,0.0406,0.042,6.74,0.00111,70.2,7.85,1.12,NA,"8006FD13-F5CF-42CE-AA2A-A5ED9025AA66",72,124,0,7,43,0,41,0,88,71,26,446,11,84
"67",689,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35843,1,"TQ",13035,47149,"TQ1303547149","GB106039017840",132,12.5,4.41,1,1.5,10.67,13,70,17,1,96.2,NA,NA,NA,"1995-01-01","1991-12-05","2021-10-20",47,FALSE,1,8144,"TILLINGBOURNE","TQ1303547149",679292,1,"",2013-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",662976,"2013-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",30,188,6.27,34,222.4,6.54,30,50,1.67,3,7,7,11.67,29,160,5.52,25.53,29.69,85.99,15.03,17.97,83.64,31,238,7.68,38,303,7.97,58,83,69.88,44,66,66.67,34,214.5,6.31,"No",2013,10,"189F216E-B653-4856-9AA5-A6F26E56AB86","TH-PWER0084",0.149,15.0333333333333,9.35,1.058,7.56,0.0051,0.031,1.06,0.00036,93,4.76666666666667,NA,NA,"189F216E-B653-4856-9AA5-A6F26E56AB86",40,203,1,258,331,2,183,13,130,14,58,1183,31,527
"68",694,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35854,1,"SU",59663,81001,"SU5966381001","GB106039030331",49,0.3,133.97,8,52,320,0,40,40,20,216,NA,NA,NA,"1995-01-01","1995-04-27","2013-10-23",13,FALSE,1,8213,"THAMES (W AREA)","SU5966381001",677141,1,"",2013-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664982,"2013-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,58,4.46,14,60.4,4.31,NA,NA,NA,NA,NA,NA,NA,10,48,4.8,NA,NA,NA,0.5,5.1,9.8,12,73,6.08,NA,NA,NA,NA,2,0,3,26,11.54,14,59.5,4.25,"No",2013,10,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4","TH-PTHR0120",NA,21.65,7.18,NA,8.135,0.0336,0.03,NA,0.001305,81.15,9.175,NA,NA,"4B0DC6E6-87E0-4B4E-BF7C-6C24A231F8E4",3,18,0,1,1,0,1,0,23,321,14,368,2,2
"69",701,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776","GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,NA,NA,NA,"1995-01-01","1995-05-09","2022-09-21",53,FALSE,1,8279,"THAMES (W AREA)","SU0181494776",670569,1,"",2013-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663081,"2013-12-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,77,4.53,17,81.3,4.78,18,42,2.33,7,3,7,16.33,11,58,5.27,6.87,10.79,63.67,3.76,7.38,50.95,15,106,7.07,22,156,7.09,16,45,35.56,14,31,45.16,17,80.9,4.76,"No",2013,9,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC","TH-PUTR0104",0.02,16.6,8.37,4.36,8.01,0.0131,0.03,4.37,0.00089,86.1,NA,NA,NA,"BC3AB3DF-CC9B-4429-803B-4F859B2EE2AC",26,301,0,65,24,0,1,0,31,148,28,613,5,25
"70",709,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35891,1,"SU",56873,93535,"SU5687393535","GB106039030334",45,0.3,115.99,8,45,310,1,79,20,0,213,NA,NA,NA,"1995-01-01","1990-11-14","2013-09-02",14,FALSE,1,8402,"THAMES (W AREA)","SU5687393535",668894,1,"",2013-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654178,"2013-09-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,100,5.56,21,98.8,4.7,11,31,2.82,10,3,10,28.18,12,53,4.42,0.5,6.25,8,0.5,4.62,10.82,17,110,6.47,19,130,6.84,3,37,8.11,4,31,12.9,21,103,4.9,"No",2013,9,"BBD4AA04-43DF-401E-9A82-D82E13030E58","TH-PTHR0083",0.251,20.6,7.67,4.55,8.1,0.0439,0.082,4.59,0.00323,85.6,15,1.13,NA,"BBD4AA04-43DF-401E-9A82-D82E13030E58",35,171,2,2,6,6,9,0,114,251,31,597,8,15
"71",713,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824","GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,NA,NA,NA,"1995-01-01","1989-10-23","2014-09-30",37,FALSE,1,8435,"THAMES (SE AREA)","TQ1744067824",676515,1,"",2013-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",661163,"2013-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,74,4.93,16,74.3,4.64,13,31,2.38,5,3,5,11.92,9,46,5.11,1,6.25,16,NA,4.62,0,14,90,6.43,16,108,6.75,3,29,10.34,1,26,3.85,16,73.3,4.58,"No",2013,10,"5CC4740A-0E51-4965-9E60-7076B2D73176","TH-PTHR0076",0.275,20.1,6.98,6.13,8.07,0.0239,0.035,6.15,0.00133,77.1,8.25,NA,NA,"5CC4740A-0E51-4965-9E60-7076B2D73176",60,40,0,0,3,0,10,0,98,128,20,339,6,13
