"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","pH_phunits","Nitrite as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"131",2742,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN TRIBUTARY",153645,1,"TQ",46256,47540,"TQ4625647540","GB106040018060",65,2.9,5,1,2,10,10,80,0,10,120,NA,NA,NA,"2012-10-04","2013-04-16","2015-10-01",4,FALSE,1,22808,"EDEN TRIBUTARY","TQ4625647540",669505,1,"",2013-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",671099,"2013-09-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,100,5.88,18,98.2,5.46,NA,NA,NA,NA,NA,NA,NA,12,52,4.33,NA,NA,NA,1.51,5.39,28.01,15,105,7,NA,NA,NA,NA,3,0,8,24,33.33,18,97.9,5.44,"No",2013,9,"26C145E7-6FFA-497C-836A-D3DABA124B68","SO-E0004844",0.154,17.7,7.33,0.624,7.78,0.006,0.034,0.63,0.00066,77.1,NA,NA,NA,"26C145E7-6FFA-497C-836A-D3DABA124B68",24,76,0,18,36,2,38,0,187,23,19,405,6,74
"132",2747,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",153707,1,"TQ",89700,42200,"TQ8970042200","GB106040018300",25,1.1,12,1,5,80,0,10,10,80,164,NA,NA,NA,"2012-10-04","2013-04-05","2016-10-05",4,FALSE,1,22824,"BEULT","TQ8970042200",672051,1,"",2013-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664770,"2013-09-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,61,4.69,15,66.6,4.44,NA,NA,NA,NA,NA,NA,NA,12,48,4,0.5,0.87,57.47,0.75,4.15,18.07,11,65,5.91,NA,NA,NA,NA,3,0,5,25,20,15,69.3,4.62,"No",2013,9,"3978DDEA-1169-41F1-8201-9CE160E78D49","SO-E0017059",0.402,15.5,2.62,0.169,7.57,0.0315,0.9,0.2,0.00927,26.3,NA,NA,NA,"3978DDEA-1169-41F1-8201-9CE160E78D49",15,3118,1,6,5,1,0,0,83,0,19,3270,1,5
"133",2759,"THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","THE MOAT",154040,1,"TQ",2143,68414,"TQ0214368414","GB106039017060",13,0.8,3.6,1,4,50,0,9,13,78,75,NA,NA,NA,"2012-10-04","2013-05-15","2016-04-14",3,FALSE,1,22862,"THE MOAT","TQ0214368414",671679,1,"",2013-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663309,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,33,3.67,9,32.1,3.57,NA,NA,NA,NA,NA,NA,NA,6,16,2.67,NA,NA,NA,NA,2.19,0,7,41,5.86,NA,NA,NA,NA,3,0,NA,17,0,9,31.1,3.46,"No",2013,9,"8134508B-ACE7-4BB6-A54C-40E1C3C177C3","TH-PBNR0056",0.128,15.7333333333333,4.17666666666667,0.221,7.46666666666667,0.0458,0.651666666666667,0.266666666666667,0.00853,41.1,NA,NA,NA,"8134508B-ACE7-4BB6-A54C-40E1C3C177C3",14,3,0,2,0,0,0,0,3,2,10,26,0,0
"134",2760,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MANS BROOK",154041,1,"TQ",24749,40809,"TQ2474940809","GB106039017490",61,6,5,1,3.5,35,14,43,0,43,111,NA,NA,NA,"2012-10-04","2013-05-09","2014-10-28",4,FALSE,1,22865,"MANS BROOK","TQ2474940809",672962,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",659773,"2013-11-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,58,4.14,15,58.3,3.89,1,2,2,1,3,3,6,10,31,3.1,1.13,1.5,75.33,1,3.42,29.24,13,79,6.08,1,6,6,NA,NA,NA,4,21,19.05,15,60.8,4.05,"No",2013,9,"3475E3C5-735A-4FE7-9C1D-7B50151D0B30","TH-PMLR0313",0.208,12.4,8.71,1.35,7.65,0.0242,0.073,1.37,0.00072,81.7,NA,NA,NA,"3475E3C5-735A-4FE7-9C1D-7B50151D0B30",7,75,0,7,1,0,0,0,143,24,21,261,1,1
"135",2767,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LITTLE HALLINGBURY BROOK",154089,1,"TL",50456,16893,"TL5045616893","GB106038033250",59,7,1.42,1,2,15,10,60,25,5,254,NA,NA,NA,"2012-10-04","2012-05-29","2013-09-09",4,FALSE,1,22898,"LITTLE HALLINGBURY BROOK","TL5045616893",670502,1,"",2013-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664786,"2013-09-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,124,5.17,27,138.1,5.11,NA,NA,NA,NA,NA,NA,NA,20,94,4.7,1.63,1.63,100,4.51,9.6,46.98,22,144,6.55,NA,NA,NA,NA,3,0,21,48,43.75,27,137.6,5.1,"No",2013,9,"4DE4EFBC-89C6-4CAF-80F4-499EF823C357","TH-PLER0643",0.1795,15.85,7.4,0.499,7.84,0.0109,0.056,0.51,0.00108,75,NA,NA,NA,"4DE4EFBC-89C6-4CAF-80F4-499EF823C357",38,419,1,152,82,0,0,0,207,1841,31,2775,8,82
"136",2780,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","BAYSWATER BROOK",154251,1,"SP",52837,10171,"SP5283710171","GB106039029780",60,0.5,8.9,1,1.4,27.5,0,7,54,39,240,NA,NA,NA,"2013-02-01","2013-05-07","2015-09-22",4,FALSE,1,22936,"BAYSWATER BROOK","SP5283710171",675629,1,"",2013-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663310,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,98,5.76,18,101.4,5.63,NA,NA,NA,NA,NA,NA,NA,12,70,5.83,1,1,100,4.02,8.15,49.33,16,119,7.44,NA,NA,NA,NA,4,0,18,34,52.94,18,104,5.78,"No",2013,10,"C583AB1D-9578-453D-855C-24714A1B0C6D","TH-PCHR0174",0.089,17.4,9.6,10.1,8.41,0.0292,0.03,10.1,0.00094,100.4,NA,NA,NA,"C583AB1D-9578-453D-855C-24714A1B0C6D",113,103,0,24,12,1,23,0,3,750,19,1030,8,35
"137",3053,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","SARS BROOK",160514,1,"SP",27292,22248,"SP2729222248","GB106039029980",110,6.1,5.21,1,2.3,14.3,10,70,9,11,202,NA,NA,NA,"2013-12-01","2013-05-01","2015-03-24",3,FALSE,1,23784,"SARS BROOK","SP2729222248",676881,1,"",2013-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664973,"2013-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,110,5.79,21,125.9,6,NA,NA,NA,NA,NA,NA,NA,12,51,4.25,NA,0.37,0,5.78,7.96,72.61,17,128,7.53,NA,NA,NA,NA,3,0,19,32,59.38,21,126.5,6.02,"No",2013,10,"084BCD2E-2BFD-431B-B37F-B32422496AFE","TH-PEVR0069",0.022,15,9.15,3.66,8.03,0.0259,0.03,3.69,0.00079,91,NA,NA,NA,"084BCD2E-2BFD-431B-B37F-B32422496AFE",60,398,0,127,18,0,34,9,14,47,22,708,8,61
"138",3058,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","TADMARTON STREAM",160612,1,"SP",40656,37302,"SP4065637302","GB106039037270",108,2.9,7.7,1,3.4,28,70,28,0,2,187,NA,NA,NA,"2014-01-01","2013-05-13","2015-05-14",3,FALSE,1,23801,"TADMARTON STREAM","SP4065637302",670836,1,"",2013-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654901,"2013-09-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,58,6.44,10,55.5,5.55,6,8,1.33,1,3,3,4,6,29,4.83,2.5,4.22,59.24,1.49,1.98,75.25,8,52,6.5,7,53,7.57,4,12,33.33,5,9,55.56,10,58,5.8,"No",2013,9,"45C7AF33-E513-4FE1-81CF-6EDB3C8764EC","TH-PCHR0176",0.027,12.4,9.91,9.03,8.15,0.0252,0.03,9.06,0.00065,93,NA,NA,NA,"45C7AF33-E513-4FE1-81CF-6EDB3C8764EC",10,0,0,1,19,0,4,6,8,0,10,48,6,29
"139",3060,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","WESTCOTE BROOK",160616,1,"SP",25033,22152,"SP2503322152","GB106039029950",110,2.3,5.41,1,2.2,43,6,15,3,76,193,NA,NA,NA,"2013-12-01","2013-05-01","2015-03-10",3,FALSE,1,23806,"WESTCOTE BROOK","SP2503322152",677023,1,"",2013-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664971,"2013-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,71,5.46,14,75.3,5.38,NA,NA,NA,NA,NA,NA,NA,10,41,4.1,NA,NA,NA,0.5,2.68,18.66,11,71,6.45,NA,NA,NA,NA,3,0,5,16,31.25,14,78.5,5.61,"No",2013,10,"632905BB-FABF-4374-9A37-FC301F775C6A","TH-PEVR0077",0.0816666666666667,14.6666666666667,8.68666666666667,3.51666666666667,7.94,0.0197,0.0473333333333333,3.53666666666667,0.00083,85.3333333333333,NA,NA,NA,"632905BB-FABF-4374-9A37-FC301F775C6A",52,1,0,8,10,0,6,4,85,29,18,198,5,20
"140",3063,"THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (ASCOT TO VIRGINIA WATER)",160671,1,"SU",94548,69365,"SU9454869365","GB106039017050",43,5,4.56,1,2.8,20,0,60,36,4,107,NA,NA,NA,"2013-02-14","2013-04-15","2020-10-15",7,FALSE,1,23816,"BOURNE (ASCOT TO VIRGINIA WATER)","SU9454869365",671965,1,"",2013-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663294,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,64,5.33,13,65.1,5.01,NA,NA,NA,NA,NA,NA,NA,8,39,4.88,1.5,1.5,100,2.26,4.45,50.79,12,91,7.58,NA,NA,NA,NA,3,0,12,22,54.55,13,69,5.31,"No",2013,9,"C0504141-CB30-4EC9-8798-070BBB77B3CC","TH-PBNR0057",0.02,16.6,6.62,0.4825,7.53,0.01225,0.041,0.495,0.000415,68.1,NA,NA,NA,"C0504141-CB30-4EC9-8798-070BBB77B3CC",35,94,0,1,3,0,22,0,111,35,15,302,3,25
"141",3126,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HANWELL BROOK",163399,1,"SP",45243,42837,"SP4524342837","GB106039037340",95,1,10.94,1,2.9,33.3,7,24,2,67,157,NA,NA,NA,"2013-12-01","2013-04-23","2013-10-10",2,FALSE,1,24009,"HANWELL BROOK","SP4524342837",675225,1,"",2013-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664958,"2013-10-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,106,5.58,20,108.6,5.43,NA,NA,NA,NA,NA,NA,NA,14,72,5.14,1,1,100,5.75,8.67,66.32,17,127,7.47,NA,NA,NA,NA,4,0,21,35,60,20,112.6,5.63,"No",2013,10,"0FD9B7D3-43C7-4CCB-B2DF-5B616B5438A7","TH-PCHR0051",0.2525,17.25,7.115,5.28,7.95,0.03185,0.0405,5.31,0.00117,73.85,NA,NA,NA,"0FD9B7D3-43C7-4CCB-B2DF-5B616B5438A7",401,1200,0,22,15,1,35,0,1249,9,21,2936,7,50
