"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved as O2_mg/l","pH_phunits","Nitrate as N_mg/l","Oxygen, Dissolved, % Saturation_%","Ammonia un-ionised as N_mg/l","Temperature of Water_cel","Nitrite as N_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"40",831,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","EVENLODE",36133,1,"SP",22118,28082,"SP2211828082","GB106039037410",120,1.1,8.33,1,4,31.6,26,49,9,16,180,NA,NA,NA,"2011-01-01","2006-05-31","2022-09-29",34,FALSE,1,10055,"EVENLODE","SP2211828082",850437,1,"",2021-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",863597,"2021-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,151,6.29,26,162.3,6.24,29,66,2.28,5,7,7,15.93,21,113,5.38,18.76,21.83,85.94,9.8,13.2,74.24,23,175,7.61,34,267,7.85,41,61,67.21,31,45,68.89,26,161.4,6.21,"No",2021,10,"75B51520-0E13-4A9B-8B12-B03E7DE4CEB7","TH-PEVR0012",0.893333333333333,10.4333333333333,0.0323333333333333,8.41333333333333,7.97333333333333,10.4166666666667,84.3666666666667,0.00081,15.5333333333333,0.037,NA,NA,NA,"75B51520-0E13-4A9B-8B12-B03E7DE4CEB7",200,622,0,506,42,2,146,0,135,121,53,1775,27,188
"41",842,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","EARLSWOOD BROOK",36160,1,"TQ",26149,47847,"TQ2614947847","GB106039017621",54,3.8,2,1,4,22,10,60,10,20,77,NA,NA,NA,"2021-01-01","1990-02-15","2021-09-15",7,FALSE,1,10191,"EARLSWOOD BROOK","TQ2614947847",845939,1,"",2021-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",881919,"2022-03-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,52,4,15,49.3,3.29,9,14,1.56,3,3,3,4.67,12,45,3.75,1.5,6.89,21.77,1.5,5.17,29.01,12,67,5.58,14,78,5.57,3,38,7.89,4,33,12.12,15,55.2,3.68,"No",2021,9,"C624A455-E891-4D97-B1DD-2A892363DA35","TH-PMLR0010",1.25666666666667,27.3333333333333,0.256666666666667,7.41,7.63333333333333,27.1666666666667,80.3,0.00392,19.1,0.173333333333333,NA,NA,NA,"C624A455-E891-4D97-B1DD-2A892363DA35",398,5640,220,0,1,0,0,0,313,18,25,6590,1,1
"42",856,"THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2023-03-17",118,FALSE,1,10621,"CRANLEIGH WATERS","TQ0568836983",846096,1,"",2021-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",881357,"2022-03-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,97,5.71,19,110.3,5.81,18,42,2.33,7,3,7,16.33,18,90,5,7.5,12.9,58.14,4.52,8.13,55.6,16,112,7,20,151,7.55,21,49,42.86,17,30,56.67,19,110.7,5.83,"No",2021,9,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.067,1.74666666666667,0.079,7.28333333333333,7.67333333333333,1.708,74.6666666666667,0.00100333333333333,16.4333333333333,0.0375,NA,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",29,45,0,58,28,0,10,0,37,930,41,1139,14,38
"43",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11851,"EDEN (KENT)","TQ5206443767",843099,1,"",2021-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",881581,"2022-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,140,6.09,29,164.6,5.68,17,36,2.12,5,5,5,10.59,25,140,5.6,9,13.29,67.72,8.98,15.04,59.71,24,163,6.79,25,181,7.24,20,48,41.67,22,48,45.83,29,171.1,5.9,"No",2021,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.293333333333333,3.6,0.042,6.25333333333333,7.65,3.55666666666667,68.3666666666667,0.000716666666666667,19.5333333333333,0.0436666666666667,2.46666666666667,0.35,10.2333333333333,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",80,32,0,88,91,23,95,2,135,221,43,847,14,188
"44",1069,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",43076,2,"TQ",64700,35940,"TQ6470035940","GB106040018240",50,2.4,9,2,2.8,20,7,72,0,22,68.7,NA,NA,NA,"1995-01-01","1989-11-13","2021-10-13",31,FALSE,1,13044,"BARTLEY MILL STREAM","TQ6470035940",850700,1,"",2021-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",875077,"2022-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,132,6.29,23,140.2,6.1,18,35,1.94,5,5,5,9.72,21,115,5.48,12.64,16.69,75.73,8.51,12.63,67.38,20,154,7.7,22,177,8.05,30,46,65.22,27,42,64.29,23,141.9,6.17,"No",2021,10,"1B016C90-656A-4319-923E-0F70470DCE82","SO-E0000695",0.106666666666667,1.3,0.035,8.97333333333333,7.71333333333333,1.28666666666667,89.8,0.000496666666666667,15.2666666666667,0.0133333333333333,NA,NA,21.3333333333333,"1B016C90-656A-4319-923E-0F70470DCE82",100,80,1,12,25,0,132,0,28,325,37,705,15,157
"45",1227,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-10-19",47,FALSE,1,14849,"TEISE","TQ7123338453",852059,1,"",2021-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",881574,"2022-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,169,6.5,29,180.9,6.24,18,27,1.5,5,7,7,10.5,23,122,5.3,9.88,13.42,73.62,9.51,12.92,73.61,25,186,7.44,25,194,7.76,24,47,51.06,27,43,62.79,29,180.8,6.23,"No",2021,10,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",0.072,1.5,0.058,8.1,7.87,1.47,81.2,0.00117,15.4,0.032,NA,NA,11,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",46,3,0,164,44,2,42,0,46,32,40,382,16,86
"46",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20389,"ODNEY WEIR STREAM","SU9015085330",847449,1,"",2021-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",878237,"2022-02-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,167,5.76,30,161.8,5.39,28,71,2.54,12,7,12,30.43,24,122,5.08,16.13,26.78,60.23,11.98,18.8,63.72,28,192,6.86,36,254,7.06,39,91,42.86,25,66,37.88,30,164.7,5.49,"No",2021,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0431",0.146666666666667,6.53333333333333,0.04,9.28,8.10666666666667,6.51666666666667,100.9,0.00147666666666667,19.3,0.0206666666666667,NA,NA,7.6,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",267,296,18,31,142,0,31,0,42,1298,54,2228,16,173
"47",2211,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",108702,1,"TQ",54896,85908,"TQ5489685908","GB106037028130",8,2,13.96,2,4,17,1,35,25,39,151,NA,NA,NA,"2012-10-04","2005-04-04","2022-05-16",24,FALSE,1,21539,"INGREBOURNE","TQ5489685908",851726,1,"",2021-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",892811,"2022-07-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,82,4.32,21,90.5,4.31,14,19,1.36,3,3,3,4.07,15,69,4.6,7.63,11.54,66.12,6.53,9.68,67.46,18,123,6.83,19,130,6.84,19,44,43.18,18,39,46.15,21,93.4,4.45,"No",2021,10,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8","TH-PRGR0020",1.3,6.85,0.0725,7.75,7.79,6.745,83.8,0.00178,19.05,0.104,3.85,NA,19.25,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8",229,112,0,4,14,0,10,0,87,56,30,514,7,24
"48",2697,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",152883,1,"TL",38439,14222,"TL3843914222","GB106038033290",33,3.4,26,1,3.8,8.7,18,73,7,2,273,NA,NA,NA,"2012-10-04","2009-05-29","2022-11-23",28,FALSE,1,22746,"ASH (LEE)","TL3843914222",850423,1,"",2021-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",878645,"2022-02-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,133,5.12,29,162.9,5.62,28,41,1.46,5,5,5,7.32,23,114,4.96,28.88,34.02,84.89,12.06,15.95,75.61,25,186,7.44,36,288,8,62,94,65.96,35,58,60.34,29,156.1,5.38,"No",2021,10,"F60FA473-DB5A-48B0-BC34-B44B92851ADC","TH-PLER0633",0.316666666666667,7.46666666666667,0.03,9.68333333333333,7.76333333333333,7.44666666666667,95.0333333333333,0.000446666666666667,14.3666666666667,0.0193333333333333,NA,NA,5.13333333333333,"F60FA473-DB5A-48B0-BC34-B44B92851ADC",129,1378,1,347,337,0,464,0,238,821,54,3723,21,801
"49",2930,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",157240,1,"TL",43007,18684,"TL4300718684","GB106038033290",55,2,16.4,1,3.3,22.5,0,60,5,35,269,NA,NA,NA,"2012-10-04","2011-05-31","2021-10-12",18,FALSE,1,23331,"ASH (LEE)","TL4300718684",850485,1,"",2021-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",882462,"2022-03-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,110,5.24,23,119.5,5.2,16,30,1.88,5,5,5,9.38,18,82,4.56,6.5,9.93,65.46,3.03,5.7,53.16,19,134,7.05,22,163,7.41,16,39,41.03,16,34,47.06,23,119.7,5.2,"No",2021,10,"43D1331F-664D-4533-9F15-3B1F4EA5DC90","TH-PLER0668",0.0333333333333333,8.06666666666667,0.0313333333333333,9.50666666666667,7.75666666666667,8.02,91.8333333333333,0.000433333333333333,13.7,0.0456666666666667,NA,NA,3.46666666666667,"43D1331F-664D-4533-9F15-3B1F4EA5DC90",76,179,6,13,12,0,3,0,20,57,35,379,7,15
"50",3171,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",178965,1,"TL",19828,18445,"TL1982818445","GB106038033270",77,2.6,6.19,1,5.6,8.8,5,72,11,12,254,NA,NA,NA,"2019-07-08","2014-11-30","2022-04-14",15,FALSE,1,24238,"MIMRAM","TL1982818445",869391,1,"",2021-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",889796,"2022-08-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,151,5.39,36,194.1,5.39,29,44,1.52,5,7,7,10.62,28,148,5.29,17.64,27.31,64.59,10.06,16.38,61.42,28,203,7.25,39,282,7.23,38,85,44.71,34,68,50,36,193.5,5.38,"Yes",2021,10,"CBA0A40E-F999-4046-BCBD-33C83E7552DE","TH-RSN0513",0.056,7.75,0.0305,10.1,7.855,7.725,100.5,0.00058,15,0.0275,NA,0.0965,NA,"CBA0A40E-F999-4046-BCBD-33C83E7552DE",343,3263,18,106,585,0,105,0,294,431,57,5153,18,690
"51",3181,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",178975,1,"TL",28932,20842,"TL2893220842","GB106038040110",60,2.6,16.6,1,3.1,9.4,20,40,13,27,184,NA,NA,NA,"2022-08-24","2014-11-29","2022-04-11",8,FALSE,1,24349,"BEANE","TL2893220842",869442,1,"",2021-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",889814,"2022-08-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,83,4.61,22,98.2,4.46,13,30,2.31,7,3,7,16.15,20,86,4.3,7.13,11.18,63.77,3.76,7.19,52.29,17,115,6.76,17,118,6.94,16,42,38.1,17,42,40.48,22,100.8,4.58,"Yes",2021,10,"629ADC92-A6EA-4202-AF94-F7487FD2BCA8","TH-PLER0299",0.047,5.45,0.035,8.875,7.48,5.41,84.85,0.000245,13.2,0.042,NA,NA,NA,"629ADC92-A6EA-4202-AF94-F7487FD2BCA8",57,2485,0,1,19,0,33,0,38,92,29,2727,7,52
"52",3183,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",178977,1,"TL",29987,19539,"TL2998719539","GB106038033310",56,2.1,18.7,2,5.1,50.4,4,38,25,33,203,NA,NA,NA,"2022-06-16","2014-11-29","2022-04-13",13,FALSE,1,24375,"BEANE","TL2998719539",869446,1,"",2021-10-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",889818,"2022-08-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,110,5,24,106.7,4.45,11,17,1.55,3,5,5,7.73,18,81,4.5,4.01,7.57,52.97,2.27,6.66,34.08,21,136,6.48,17,113,6.65,8,36,22.22,13,39,33.33,24,110.9,4.62,"Yes",2021,10,"9A0DCC33-D666-4C01-A7AB-02B7B6476AC2","TH-PLER0012",0.045,4,0.03,9.49,7.63,3.97,91.9,0.00031,13.8,0.03,NA,NA,4.3,"9A0DCC33-D666-4C01-A7AB-02B7B6476AC2",67,208,2,3,19,1,9,0,36,393,29,740,8,28
"53",3207,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",183926,1,"TQ",1275,88390,"TQ0127588390","GB106039029830",50,3.8,21.13,2,4.8,20.5,2,63,18,17,275,NA,NA,NA,"2022-08-24","2016-05-19","2022-11-04",13,FALSE,1,24548,"MISBOURNE","TQ0127588390",853132,1,"",2021-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",878497,"2022-02-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,155,5.54,35,198.7,5.68,25,50,2,5,7,7,14,28,148,5.29,19.01,23.43,81.14,9.32,13.48,69.14,27,199,7.37,31,246,7.94,54,78,69.23,35,61,57.38,35,197.4,5.64,"Yes",2021,10,"F471B1BA-3764-4ECD-81C9-D292599F8CF3","TH-PCNR0070",0.0323333333333333,4.53333333333333,0.0456666666666667,9.38,7.74333333333333,4.50666666666667,92.0333333333333,0.00067,14.4,0.025,NA,NA,NA,"F471B1BA-3764-4ECD-81C9-D292599F8CF3",128,3618,2,21,2712,0,45,0,40,668,51,7241,18,2757
"54",3253,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",186025,1,"TL",22630,16957,"TL2263016957","GB106038033270",65,2.1,9.9,1,4.3,19.7,4,34,29,33,254,NA,NA,NA,"2022-08-24","2015-05-20","2022-04-14",13,FALSE,1,24790,"MIMRAM","TL2263016957",869396,1,"",2021-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",889803,"2022-08-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,22,108.3,4.92,15,26,1.73,5,5,5,8.67,17,82,4.82,9.5,14.03,67.71,5.79,10.15,57.04,18,127,7.06,21,155,7.38,24,48,50,21,46,45.65,22,113.2,5.15,"Yes",2021,10,"A0190C7D-C135-42F1-B81B-77BAACDA6829","TH-PLER0525",0.0975,7.3,0.03,9.52,7.88,7.28,95.15,0.00059,15.25,0.0165,NA,NA,NA,"A0190C7D-C135-42F1-B81B-77BAACDA6829",147,43,27,18,582,0,7,0,24,1230,27,2078,8,589
"55",3294,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",190071,1,"TL",22678,16925,"TL2267816925","GB106038033270",65,2.1,10,1,5.7,25,NA,3,5,92,254,NA,NA,NA,"2022-08-24","2016-05-25","2022-04-14",10,FALSE,1,25000,"MIMRAM","TL2267816925",869397,1,"",2021-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",889804,"2022-08-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,124,5.39,29,144.8,4.99,18,32,1.78,5,5,5,8.89,21,105,5,10.5,15.65,67.09,7.05,11.67,60.41,23,165,7.17,26,191,7.35,25,53,47.17,30,57,52.63,29,148.3,5.11,"Yes",2021,10,"A0190C7D-C135-42F1-B81B-77BAACDA6829","TH-PLER0525",0.0975,7.3,0.03,9.52,7.88,7.28,95.15,0.00059,15.25,0.0165,NA,NA,NA,"A0190C7D-C135-42F1-B81B-77BAACDA6829",116,265,6,11,529,0,16,0,172,363,38,1479,9,545
"56",3312,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",195673,1,"TQ",71639,39285,"TQ7163939285","GB106040018260",30,1.7,26,4,4.3,27,2,83,9,6,68,NA,NA,NA,"2020-01-01","2019-04-29","2021-11-02",5,FALSE,1,25072,"TEISE","TQ7163939285",854195,1,"",2021-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",879757,"2022-02-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,166,6.38,28,180.8,6.46,27,46,1.7,5,7,7,11.93,23,138,6,17.14,21.42,80.02,13.79,17.43,79.12,26,200,7.69,32,248,7.75,43,73,58.9,36,55,65.45,28,181.6,6.49,"No",2021,11,"73AE8CE6-42B1-44EC-99A6-3B5546DCC89C","SO-E0007237",0.086,1.4,0.042,8.68,7.83,1.37,87.45,0.000865,15.6,0.0275,NA,NA,19,"73AE8CE6-42B1-44EC-99A6-3B5546DCC89C",108,10,4,174,291,48,13,1,44,184,56,878,29,305
"57",3363,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",201921,1,"TQ",9741,58682,"TQ0974158682","GB106039017530",19,1.1,53.5,5,7.8,40,20,53,10,17,146,NA,NA,NA,"2022-01-01","2021-05-13","2021-10-27",2,FALSE,1,25165,"MOLE (THAMES)","TQ0974158682",853625,1,"",2021-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring (RSN)",897848,"2021-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,20,112.1,5.61,16,28,1.75,5,5,5,8.75,16,82,5.13,11.76,16.91,69.54,7.78,13.36,58.23,18,137,7.61,22,168,7.64,28,52,53.85,21,41,51.22,20,106.9,5.35,"No",2021,10,"E9C05C5C-B62D-44C6-94B8-76555C93F6C2","TH-RSN0505",0.22,6.3,0.076,7.97,7.8,6.25,84.9,0.00162,18.3,0.046,NA,0.35,NA,"E9C05C5C-B62D-44C6-94B8-76555C93F6C2",25,108,0,18,50,1,140,0,38,160,32,540,11,190
"58",3364,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","DEANOAK BROOK",201922,1,"TQ",21133,39596,"TQ2113339596","GB106039017530",70,2,1,1,1.3,23.3,5,35,17,43,111,NA,NA,NA,"2021-01-01","2021-04-26","2021-10-28",2,FALSE,1,25167,"DEANOAK BROOK","TQ2113339596",853752,1,"",2021-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring (RSN)",897847,"2021-10-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,52,4.33,13,61.6,4.74,7,13,1.86,3,3,3,5.57,9,33,3.67,5.5,6.96,79.02,0.5,1.48,33.78,11,73,6.64,8,61,7.63,9,19,47.37,10,21,47.62,13,63.1,4.85,"No",2021,10,"12D23B5A-3AC6-426E-AB40-4784F009F7BE","TH-RSN0485",0.0645,0.3,0.251,5.21,7.705,0.29,52.25,0.003325,15.4,0.01025,NA,0.08,NA,"12D23B5A-3AC6-426E-AB40-4784F009F7BE",74,1290,0,7,17,0,0,2,11,1,19,1402,5,19
