"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Oxygen, Dissolved, % Saturation_%","Oxygen, Dissolved as O2_mg/l","Temperature of Water_cel","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Orthophosphate, reactive as P_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"79",1567,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,17365,"GROM","TQ5255037480",726207,1,"",2015-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",714538,"2015-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,100,5,21,99.3,4.73,18,28,1.56,5,3,5,7.78,18,87,4.83,8.89,13.43,66.2,3.76,9.11,41.27,18,121,6.72,22,158,7.18,21,55,38.18,15,39,38.46,21,102.6,4.89,"No",2015,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",335,150,0,0,82,3,13,0,48,802,36,1433,12,95
"80",1602,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43653,2,"TQ",82520,44380,"TQ8252044380","GB106040018270",15,0.4,20.2,3,10.7,73.33,0,23,20,57,124.5,NA,NA,NA,"1995-01-01","1995-11-01","2015-10-07",12,FALSE,1,17699,"BEULT","TQ8252044380",726991,1,"",2015-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720641,"2015-12-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,88,4.4,23,89,3.87,17,22,1.29,5,3,5,6.47,17,71,4.18,0.5,6.63,7.54,1.25,5.16,24.22,19,118,6.21,21,129,6.14,1,36,2.78,5,34,14.71,23,91.9,4,"No",2015,10,"6750F9ED-15DA-4B82-8586-76F3CC3705C8","SO-E0000544",NA,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6750F9ED-15DA-4B82-8586-76F3CC3705C8",14,71,1,4,4,7,4,0,53,34,32,192,4,8
"81",1698,"SOUTHERN - KENT & E. SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,18671,"CRAY","TQ4776071290",726895,1,"",2015-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720654,"2016-01-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,125,5.43,25,126,5.04,21,23,1.1,1,5,5,5.48,21,100,4.76,13.14,17.3,75.95,7.77,12.18,63.79,22,157,7.14,23,174,7.57,25,49,51.02,22,47,46.81,25,123,4.92,"No",2015,10,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",0.034,7.905,101.9,9.64,17.9,3.79,0.00094,0.0498,0.035,3.84,NA,NA,NA,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",27,720,38,71,70,18,203,0,116,15,35,1279,8,273
"82",1739,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71270,36640,"TQ7127036640","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,19104,"TEISE TRIB.(KILNDOWN)","TQ7127036640",727095,1,"",2015-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720960,"2016-01-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,132,6,23,137.1,5.96,20,25,1.25,3,5,5,6.25,19,95,5,11.88,14.69,80.87,6.26,8.44,74.17,20,143,7.15,22,168,7.64,22,38,57.89,21,35,60,23,135.6,5.9,"No",2015,10,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",0.068,7.70666666666667,70.9666666666667,7.19666666666667,14.7666666666667,2.54333333333333,0.000886666666666667,0.0284666666666667,0.541666666666667,2.57,NA,NA,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",26,52,0,73,43,0,44,4,12,76,31,330,13,91
"83",1746,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",44305,2,"TQ",51930,37420,"TQ5193037420","GB106040018400",40,1.3,7.2,1,2.7,30,5,68,0,27,78.8,NA,NA,NA,"1995-01-01","1981-06-17","2018-10-01",61,FALSE,1,19165,"GROM","TQ5193037420",726258,1,"",2015-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720039,"2015-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,62,5.17,12,59.2,4.93,7,10,1.43,3,3,3,4.29,9,44,4.89,3.5,6.08,57.57,1.25,4.65,26.88,10,66,6.6,12,88,7.33,7,21,33.33,5,17,29.41,12,59.1,4.93,"No",2015,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",41,3,0,0,18,20,1,0,57,105,16,245,6,19
"84",1748,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BARDEN MILL STREAM",44307,2,"TQ",53900,42180,"TQ5390042180","GB106040018100",25,3.6,6,1,2.2,26.67,12,73,0,15,89,NA,NA,NA,"1995-01-01","1989-10-31","2015-10-06",30,FALSE,1,19185,"BARDEN MILL STREAM","TQ5390042180",726884,1,"",2015-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",721989,"2016-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,117,5.09,26,135.7,5.22,19,30,1.58,5,5,5,7.89,21,107,5.1,16.53,20.08,82.32,12.52,15.44,81.09,23,165,7.17,25,185,7.4,31,58,53.45,29,52,55.77,26,136.2,5.24,"No",2015,10,"4C4DB0F1-3EA0-4739-A43C-3D3E64C2E5F6","SO-E0000906",0.041,7.7,85.1,8.22,16.9,6.05,0.00063,0.0306,1.37,6.08,NA,NA,NA,NA,"4C4DB0F1-3EA0-4739-A43C-3D3E64C2E5F6",139,70,8,145,218,0,201,0,79,166,33,1026,10,419
"85",2431,"THAMES - SOUTH EAST","WEY (SOUTH)","RIVER: Natural/semi-natural flowing fresh watercourse","DEADWATER",75425,1,"SU",80580,35220,"SU8058035220","GB106039017690",70,1.2,4,2,3.1,27.6,38,21,36,5,66.9,NA,NA,NA,"2012-10-04","2000-06-19","2020-10-22",10,FALSE,1,26254,"DEADWATER","SU8058035220",727376,1,"",2015-10-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",720637,"2016-01-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,105,5.53,19,114.4,6.02,14,23,1.64,5,5,5,8.21,16,92,5.75,14.52,16.98,85.51,9.27,11.69,79.3,18,142,7.89,19,153,8.05,28,39,71.79,27,38,71.05,19,110.3,5.81,"No",2015,10,"AE9F499C-C1FC-4C70-8774-A74DDEA93960","TH-PWER0320",0.0326666666666667,7.69333333333333,81.6333333333333,8.16,15.3,0.758333333333333,0.00045,0.0049,0.037,0.763333333333333,NA,NA,NA,NA,"AE9F499C-C1FC-4C70-8774-A74DDEA93960",6,1501,1,101,81,0,35,0,11,46,26,1784,10,116
"86",3030,"THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023233",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2021-04-16",35,FALSE,1,28107,"ODNEY WEIR STREAM","SU9015085330",726606,1,"",2015-10-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",721701,"2016-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,157,5.61,29,156,5.38,28,61,2.18,12,7,12,26.14,20,103,5.15,14.39,23.69,60.74,9.24,15.83,58.37,27,182,6.74,36,250,6.94,30,80,37.5,22,58,37.93,29,152.6,5.26,"No",2015,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",0.046,7.765,72.7,6.78,18.6,6.31,0.00062,0.0101,0.213,6.32,NA,NA,NA,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",11,88,30,54,153,9,111,0,37,383,42,987,13,264
"87",3374,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",88361,2,"TQ",37430,34940,"TQ3743034940","GB106040018070",74,6.2,5.6,1,3,17,18,67,8,7,71.8,NA,NA,NA,"2003-01-01","2003-05-21","2017-10-27",15,FALSE,1,29223,"MEDWAY","TQ3743034940",729256,1,"",2015-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",724827,"2016-02-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,75,5.36,15,78.3,5.22,11,18,1.64,5,3,5,8.18,15,75,5,6.27,10.32,60.76,3.28,6.42,51.09,12,86,7.17,14,105,7.5,15,33,45.45,11,24,45.83,15,82.3,5.49,"No",2015,10,"B0471CDE-6AF4-4917-AA0D-BC27D232E049","SO-E0004726",0.077,7.99,91.3,9.47,13.6,1.17,0.00179,0.0058,0.029,1.18,NA,NA,NA,NA,"B0471CDE-6AF4-4917-AA0D-BC27D232E049",12,110,0,1,4,0,18,0,20,39,23,204,8,22
"88",4841,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","CROWBOROUGH GHYLL",153643,1,"TQ",54108,29851,"TQ5410829851","GB106040013360",100,17.5,4,2,4,8.8,47,47,3,3,64,NA,NA,NA,"2012-10-04","2013-04-10","2015-11-13",4,FALSE,1,32807,"CROWBOROUGH GHYLL","TQ5410829851",730080,1,"",2015-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",719544,"2015-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,85,4.72,19,101,5.32,14,19,1.36,3,3,3,4.07,16,95,5.94,10.64,12.48,85.26,6.03,7.72,78.11,16,119,7.44,18,137,7.61,21,35,60,20,32,62.5,19,104.1,5.48,"No",2015,11,"5B8C42D4-59A7-4622-84E4-AFB90523E572","SO-E0004842",0.0406666666666667,7.82,91.8666666666667,9.64333333333333,13.2,1.61666666666667,0.000586666666666667,0.0089,0.0193333333333333,1.62666666666667,NA,NA,NA,NA,"5B8C42D4-59A7-4622-84E4-AFB90523E572",67,215,0,34,27,0,6,4,19,13,25,385,7,37
"89",4843,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN TRIBUTARY",153645,1,"TQ",46256,47540,"TQ4625647540","GB106040018060",65,2.9,5,1,2,10,10,80,0,10,120,NA,NA,NA,"2012-10-04","2013-04-16","2015-10-01",4,FALSE,1,32815,"EDEN TRIBUTARY","TQ4625647540",726493,1,"",2015-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",714755,"2015-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,114,6,20,112.4,5.62,17,26,1.53,5,5,5,7.65,18,84,4.67,7.13,13.76,51.82,3.51,9.09,38.61,18,119,6.61,21,149,7.1,12,49,24.49,12,36,33.33,20,114.1,5.71,"No",2015,10,"26C145E7-6FFA-497C-836A-D3DABA124B68","SO-E0004844",0.035,7.79,79.7,8.07,14.7,0.89,0.00056,0.0105,0.11,0.9,NA,NA,NA,NA,"26C145E7-6FFA-497C-836A-D3DABA124B68",4,100,0,55,30,7,38,4,270,268,33,777,11,72
"90",4883,"THAMES - NORTH EAST","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","MAYES BROOK EAST",154094,1,"TQ",48086,82651,"TQ4808682651","GB106037028140",1,1,1.1,1,4,40,0,0,0,100,288,NA,NA,NA,"2012-10-04","2011-05-17","2015-10-29",4,FALSE,1,32941,"MAYES BROOK EAST","TQ4808682651",729320,1,"",2015-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",722588,"2016-01-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,41,3.42,12,34.1,2.84,13,25,1.92,3,1,3,5.77,7,19,2.71,NA,6.48,0,2.25,4.95,45.45,10,59,5.9,14,74,5.29,NA,36,0,4,26,15.38,12,38.1,3.18,"No",2015,10,"2C1B26A9-61BD-4DBF-82EE-AE96FD534ADD","TH-PTNR0010",3.4765,7.26,45.4,4.345,17.35,0.3175,0.01993,0.05265,0.259,0.37,NA,NA,NA,NA,"2C1B26A9-61BD-4DBF-82EE-AE96FD534ADD",94,270,0,4,0,4,135,0,200,200,19,913,1,135
"91",4886,"THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","CHALGROVE BROOK",154231,1,"SU",66536,95322,"SU6653695322","GB106039023690",81,8,3,1,3,20,5,40,35,20,100,NA,NA,NA,"2012-10-04","2015-04-15","2015-09-16",2,FALSE,1,32951,"CHALGROVE BROOK","SU6653695322",725185,1,"",2015-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",714255,"2015-09-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,66,3.88,20,88.7,4.44,12,17,1.42,3,3,3,4.25,17,83,4.88,9,14.15,63.6,5.77,9.43,61.19,15,103,6.87,17,120,7.06,19,48,39.58,18,44,40.91,20,89.7,4.49,"No",2015,9,"8B360E2C-B07A-446A-B78E-92CE66AA3201","TH-PTAR0187",0.4075,8.08,79.85,7.925,15.6,10.2,0.010905,0.3005,1.0245,10.5,NA,NA,NA,NA,"8B360E2C-B07A-446A-B78E-92CE66AA3201",414,523,32,50,80,0,160,0,518,683,32,2469,3,240
"92",4895,"THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","BAYSWATER BROOK",154251,1,"SP",52837,10171,"SP5283710171","GB106039029780",60,0.5,8.9,1,1.4,27.5,0,7,54,39,240,NA,NA,NA,"2013-02-01","2013-05-07","2015-09-22",4,FALSE,1,32977,"BAYSWATER BROOK","SP5283710171",725679,1,"",2015-09-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716813,"2015-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,53,4.08,13,53.9,4.15,7,7,1,1,3,3,3,11,50,4.55,3.5,6.57,53.27,1.75,5.64,31.03,11,73,6.64,11,82,7.45,9,22,40.91,6,24,25,13,55.5,4.27,"No",2015,9,"C583AB1D-9578-453D-855C-24714A1B0C6D","TH-PCHR0174",0.03,8.465,122,11.99,15.9,8.005,0.000845,0.01915,0.0815,8.025,NA,NA,NA,NA,"C583AB1D-9578-453D-855C-24714A1B0C6D",23,12,0,18,0,0,3,0,15,326,17,397,2,3
"93",4987,"THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (S)",155562,1,"SU",96422,60840,"SU9642260840","GB106039017920",28,1.3,6.2,1,2.7,18.3,2,21,73,4,75,NA,NA,NA,"2012-10-04","2013-05-13","2018-09-25",6,FALSE,1,33231,"BOURNE (S)","SU9642260840",726268,1,"",2015-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",716283,"2015-10-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,124,5.39,27,155,5.74,21,40,1.9,10,5,10,19.05,22,108,4.91,15.37,19.53,78.7,9.03,11.94,75.63,23,175,7.61,29,220,7.59,36,65,55.38,29,49,59.18,27,150.9,5.59,"No",2015,9,"137A9E45-ED1D-4E3A-9C37-D38199A4BFD8","TH-PBNR0055",NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137A9E45-ED1D-4E3A-9C37-D38199A4BFD8",105,301,0,463,149,3,20,0,291,84,39,1416,12,169
"94",4988,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BARDEN MILL STREAM",155564,1,"TQ",54905,42505,"TQ5490542505","GB106040018100",25,1.5,5.2,1,3.4,20,24,50,2,24,82,NA,NA,NA,"2014-02-26","2013-05-01","2015-10-06",4,FALSE,1,33237,"BARDEN MILL STREAM","TQ5490542505",726881,1,"",2015-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",722115,"2016-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,63,4.2,15,68.2,4.55,13,19,1.46,3,3,3,4.38,14,69,4.93,8.14,11.68,69.69,5.5,7.92,69.44,13,91,7,16,115,7.19,18,38,47.37,13,29,44.83,15,71.5,4.77,"No",2015,10,"4C4DB0F1-3EA0-4739-A43C-3D3E64C2E5F6","SO-E0000912",0.312,7.51,75.4,7.7,14.3,4.66,0.00256,0.101,2.17,4.76,NA,NA,NA,NA,"4C4DB0F1-3EA0-4739-A43C-3D3E64C2E5F6",122,38,0,1,19,0,70,0,10,35,26,295,6,89
"95",5318,"THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (ASCOT TO VIRGINIA WATER)",160671,1,"SU",94548,69365,"SU9454869365","GB106039017050",43,5,4.56,1,2.8,20,0,60,36,4,107,NA,NA,NA,"2013-02-14","2013-04-15","2019-09-26",6,FALSE,1,34168,"BOURNE (ASCOT TO VIRGINIA WATER)","SU9454869365",726242,1,"",2015-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",717597,"2015-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,71,5.92,15,82.8,5.52,4,10,2.5,5,3,5,12.5,10,39,3.9,2,4.45,44.94,2,4.68,42.74,11,81,7.36,8,59,7.38,4,18,22.22,11,24,45.83,15,83,5.53,"No",2015,9,"C0504141-CB30-4EC9-8798-070BBB77B3CC","TH-PBNR0057",0.03,7.595,81.15,7.81,17.1,0.4335,0.000365,0.00635,0.012,0.44,NA,NA,NA,NA,"C0504141-CB30-4EC9-8798-070BBB77B3CC",40,273,0,0,10,0,17,1,87,35,21,464,5,28
"96",5494,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","LITTLE COMPTON STREAM",178585,1,"SP",22317,30490,"SP2231730490","GB106039037390",126,2.8,5.62,1,1.2,11,5,75,0,20,NA,NA,NA,NA,"2016-11-23","2015-05-27","2015-10-28",2,FALSE,1,34790,"LITTLE COMPTON STREAM","SP2231730490",729194,1,"",2015-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",717584,"2015-11-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,123,5.59,23,136,5.91,13,22,1.69,3,5,5,8.46,19,98,5.16,9.38,12.44,75.4,5.79,8.92,64.91,21,147,7,22,165,7.5,25,41,60.98,22,34,64.71,23,138.3,6.01,"No",2015,10,"96C07FC0-AC72-4C44-B50F-61BE9FFEF207","TH-PEVR0043",0.061,7.65,60.7,6.01,15.7,1.38,0.00076,0.0333,0.208,1.41,NA,NA,NA,NA,"96C07FC0-AC72-4C44-B50F-61BE9FFEF207",22,35,0,60,27,0,10,0,24,196,28,376,10,37
