"","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"594","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","WESTROP BROOK",35461,1,"SU",19314,96056,"SU1931496056",419314,196056,"GB106039023710",77,1.1,3.35,1,1.8,35.33,0,3,13,83,249,,,,1995-01-01,1990-06-22,2005-10-13,12,FALSE
"595","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","DITCH: Artificial channel used primarily for land drainage","GUBBINSHOLE DITCH",35462,1,"SP",66388,22480,"SP6638822480",466388,222480,"GB106039030110",66,1,2.2,1,1.4,18.33,0,0,0,100,202,,,,1995-01-01,1988-12-13,2013-04-24,15,FALSE
"596","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LUDGERSHALL BROOK",35463,1,"SP",65224,19509,"SP6522419509",465224,219509,"GB106039030060",62,1.1,6.5,1,1,10.33,0,0,0,100,235,,,,1995-01-01,1990-05-29,2016-09-23,20,FALSE
"597","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","DITCH: Artificial channel used primarily for land drainage","LEYS FARM DITCH",35464,1,"SP",52205,21715,"SP5220521715",452205,221715,"GB106039030130",86,3.5,5.39,1,2.1,15,10,30,50,10,228,,,,1995-01-01,1990-05-29,2016-03-21,19,FALSE
"598","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","COVE BROOK",35465,1,"SU",86203,58108,"SU8620358108",486203,158108,"GB106039017130",61,1.5,5.462,1,5.3,37.67,5,8,8,78,79.3,,,,1995-01-01,1990-03-08,2018-09-25,27,FALSE
"599","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","BOW BROOK",35466,1,"SU",67583,58836,"SU6758358836",467583,158836,"GB106039017140",53,1.3,11.317,2,5.7,80,0,5,5,90,193,,,,1995-01-01,1990-03-21,2003-09-15,19,FALSE
"600","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","GALLOS BROOK",35471,1,"SP",53079,14231,"SP5307914231",453079,214231,"GB106039030080",58,0.9,14.7,1,2.7,13.33,4,50,23,23,242,,,,1995-01-01,1989-10-12,2005-09-29,21,FALSE
"601","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SWILL BROOK",35476,1,"SU",5021,93106,"SU0502193106",405021,193106,"GB106039023700",82,1.1,14.67,1,4.7,40,4,16,48,32,174,,,,1995-01-01,1990-03-14,2013-10-18,21,FALSE
"602","THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","EVENLODE",35477,1,"SP",42035,14813,"SP4203514813",442035,214813,"GB106039029960",70,1,56.11,4,12.3,51.67,17,35,33,15,200,,,,1995-01-01,1994-11-23,2014-09-18,18,FALSE
"603","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",35478,1,"SP",18023,19756,"SP1802319756",418023,219756,"GB106039030470",124,2.9,10.27,2,6.8,30,10,43,33,13,180,,,,1995-01-01,1989-10-31,2020-09-23,38,FALSE
"604","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","EYE",35479,1,"SP",16366,22549,"SP1636622549",416366,222549,"GB106039037450",138,3.4,6.88,1,6.2,23.67,3,27,18,52,170,,,,1995-01-01,1989-10-31,2015-03-09,26,FALSE
"605","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SOR BROOK",35480,1,"SP",47475,34663,"SP4747534663",447475,234663,"GB106039037260",85,1.3,22.3,3,5.3,116.67,1,17,35,47,177,,,,1995-01-01,1990-03-08,2014-04-17,27,FALSE
"606","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SWERE",35481,1,"SP",46117,33234,"SP4611733234",446117,233234,"GB106039037220",88,2,20.24,2,5.1,23.33,37,40,8,15,189,,,,1995-01-01,1989-10-25,2019-10-10,31,FALSE
"607","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35482,1,"SP",30154,10696,"SP3015410696",430154,210696,"GB106039030440",95,1.4,49.27,5,,,,,,,,,,,,2000-05-12,2005-10-17,12,FALSE
"608","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35484,1,"SP",39756,5393,"SP3975605393",439756,205393,"GB106039030440",70,0.6,67.52,5,7.7,47,2,52,37,9,187,,,,1995-01-01,1995-03-29,2006-10-26,19,FALSE
"609","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35489,1,"SU",61842,68631,"SU6184268631",461842,168631,"GB106039023140",51,2.1,82.82,6,9,120,1,12,30,57,233,,,,1995-01-01,1990-07-03,2015-03-11,25,FALSE
"610","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35490,1,"SU",32265,70247,"SU3226570247",432265,170247,"GB106039023173",98,1.3,44.21,4,24,32,1,72,13,13,252,,,,1995-01-01,1993-10-08,2013-11-04,24,FALSE
"611","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",35491,1,"SU",22731,69574,"SU2273169574",422731,169574,"GB106039023173",118,1.5,31.5,3,11.7,30,10,72,12,7,253,,,,1995-01-01,1990-05-15,2023-03-20,64,FALSE
"612","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35505,1,"SP",9913,24486,"SP0991324486",409913,224486,"GB106039030480",160,1.2,5.9,2,2.7,33.67,12,48,27,13,150,,,,1995-01-01,1995-05-16,2023-03-14,21,FALSE
"613","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35507,1,"SP",17863,17640,"SP1786317640",417863,217640,"GB106039030440",120,1.7,20.58,4,7,38.33,5,67,23,5,178,,,,1995-01-01,1989-10-31,2020-09-23,40,FALSE
"614","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35509,1,"SP",20466,13161,"SP2046613161",420466,213161,"GB106039030440",110,1.3,34.09,4,6.2,64.67,18,47,28,7,181,,,,1995-01-01,1995-03-09,2000-10-10,8,FALSE
"615","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","BURSTOW STREAM",35512,1,"TQ",30500,41900,"TQ3050041900",530500,141900,"GB106039017520",58,3,8.76,1,,,,,,,,,,,,2002-05-21,2005-10-27,8,FALSE
"616","THAMES - WEST","THAMES","AMPNEY BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","AMPNEY BROOK",35513,1,"SU",9456,96903,"SU0945696903",409456,196903,"GB106039030300",88,1.2,8.8,3,4.2,32.3,2,61,24,13,184,,,,2011-01-01,2003-11-25,2012-09-12,16,FALSE
"617","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","DITCH: Artificial channel used primarily for land drainage","THRUPP DITCH",35514,1,"SP",48092,14886,"SP4809214886",448092,214886,"GB106039030334",65,1.7,1.11,1,,,,,,,,,,,,2000-07-17,2000-07-17,1,FALSE
"618","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STRATFORD BROOK",35520,1,"TQ",7698,57042,"TQ0769857042",507698,157042,"GB106039017890",30,8,3.85,1,,,,,,,,,,,,2007-05-17,2007-11-23,2,FALSE
"619","THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35528,1,"SU",87095,92721,"SU8709592721",487095,192721,"GB106039023880",62,3.3,4.5,1,4.7,41.8,3,33,24,40,246,,,,2011-01-01,2000-03-31,2014-09-30,27,FALSE
"620","THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","HUGHENDEN STREAM",35529,1,"SU",86424,94520,"SU8642494520",486424,194520,"GB106039023900",80,5,2.14,1,2.3,14,5,80,10,5,243,,,,1995-01-01,1994-11-16,2021-04-16,23,FALSE
"621","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35533,1,"SP",66801,6544,"SP6680106544",466801,206544,"GB106039030240",61,0.6,44.84,4,5.8,38.33,15,49,17,19,242,,,,1995-01-01,1990-02-28,2015-05-28,22,FALSE
"622","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WARREN STREAM",35534,1,"SU",77832,35560,"SU7783235560",477832,135560,"GB106039017710",79,2.2,2.5,1,,,,,,,,,,,,2000-02-07,2000-02-07,1,FALSE
"623","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","SLEA",35535,1,"SU",77946,37637,"SU7794637637",477946,137637,"GB106039017750",71,4,4.9,1,2.5,16.7,17,37,14,32,66.9,,,,2012-10-04,2013-05-14,2013-09-27,2,FALSE
"624","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",35553,1,"SU",4779,97219,"SU0477997219",404779,197219,"GB106039029750",90,2,30,2,,,,,,,,,,,,2001-10-10,2002-03-27,2,FALSE
"625","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","BYFIELD BROOK",35555,1,"SP",52483,52589,"SP5248352589",452483,252589,"GB106039042650",140,10,5.06,1,1.6,11.67,0,0,0,100,171,,,,1995-01-01,1990-05-23,2007-11-07,15,FALSE
"626","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","DITCH: Artificial channel used primarily for land drainage","FARNBOROUGH DITCH",35557,1,"SP",42207,48462,"SP4220748462",442207,248462,"GB106039037340",117,5,3,1,1.4,15,5,15,13,67,158,,,,1995-01-01,1990-10-15,2004-10-05,13,FALSE
"627","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","OCKLEY BROOK",35558,1,"SP",51084,31799,"SP5108431799",451084,231799,"GB106039037230",85,3.3,7.8,1,4.2,48.33,2,5,7,87,244,,,,1995-01-01,1989-08-24,2013-09-25,18,FALSE
"628","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CROUGHTON BROOK",35559,1,"SP",52437,32358,"SP5243732358",452437,232358,"GB106039037230",91,5,6,1,3.8,23.33,3,20,53,23,248,,,,1995-01-01,1990-05-23,2013-09-25,15,FALSE
"629","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HORNTON STREAM",35560,1,"SP",41919,43501,"SP4191943501",441919,243501,"GB106039037320",119,3.3,4.5,1,1.7,20,5,30,22,43,160,,,,1995-01-01,1991-11-20,2004-10-18,12,FALSE
"630","THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","BLEDINGTON BROOK",35561,1,"SP",25034,22917,"SP2503422917",425034,222917,"GB106039030000",108,2,5.75,1,2.2,41.67,2,7,13,78,210,,,,1995-01-01,1990-11-19,2015-03-18,18,FALSE
"631","THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","LITTLE COMPTON STREAM",35562,1,"SP",22460,30520,"SP2246030520",422460,230520,"GB106039037390",126,4,6.02,1,1.7,25,7,7,10,77,178,,,,1995-01-01,1990-10-18,2013-11-20,15,FALSE
"632","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CAKER STREAM",35569,1,"SU",73024,40021,"SU7302440021",473024,140021,"GB106039017730",95,2.6,5.31,1,8,26,4,16,37,43,244,,,,1995-01-01,1991-11-12,2010-10-07,21,FALSE
"633","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CAKER STREAM",35570,1,"SU",72888,39604,"SU7288839604",472888,139604,"GB106039017730",99,3.3,5.25,1,3.7,6,17,68,9,6,244,,,,2012-10-04,1999-03-29,2014-09-15,6,FALSE
"634","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35571,1,"SU",72490,39784,"SU7249039784",472490,139784,"GB106039017800",97,3,2.64,1,,,,,,,247,,,,2012-10-04,1998-04-30,2012-07-23,24,FALSE
"635","THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","LERTWELL BROOK",35572,1,"SU",25350,86051,"SU2535086051",425350,186051,"GB106039022920",97,4.5,1.6,1,1.1,8.33,4,12,8,76,242,,,,1995-01-01,1990-08-14,2013-11-01,12,FALSE
"636","THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","LENTA BROOK(EAST)",35573,1,"SU",22344,87772,"SU2234487772",422344,187772,"GB106039022930",88,1.3,1,1,1.4,13.33,0,0,3,97,245,,,,1995-01-01,1990-08-14,2013-11-22,15,FALSE
"637","THAMES - WEST","THAMES","THAME","DITCH: Artificial channel used primarily for land drainage","WARPSGROVE DITCH",35575,1,"SU",64209,99167,"SU6420999167",464209,199167,"GB106039023780",61,5.2,1.1,1,1.6,23.33,0,2,3,94,246,,,,1995-01-01,1990-05-30,2005-10-11,14,FALSE
"638","THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","LATCHFORD BROOK",35576,1,"SP",65475,1032,"SP6547501032",465475,201032,"GB106039023830",68,2,5.9,1,2,13.67,6,67,17,9,217,,,,1995-01-01,1990-05-30,2010-11-13,15,FALSE
"639","THAMES - WEST","THAMES","THAME","DITCH: Artificial channel used primarily for land drainage","MILTON DITCH",35577,1,"SP",61914,4257,"SP6191404257",461914,204257,"GB106039030240",53,1,2.41,1,1,21.33,2,0,18,80,219,,,,1995-01-01,1990-05-30,2005-11-15,12,FALSE
"640","THAMES - WEST","THAMES","THAME","DITCH: Artificial channel used primarily for land drainage","WHEATLEY DITCH",35578,1,"SP",61151,5135,"SP6115105135",461151,205135,"GB106039030240",55,10,4.43,1,1.2,24.33,2,2,10,87,206,,,,1995-01-01,1990-06-04,2008-09-22,19,FALSE
"641","THAMES - WEST","THAMES","THAME","DITCH: Artificial channel used primarily for land drainage","POLECAT END DITCH",35579,1,"SP",59092,8157,"SP5909208157",459092,208157,"GB106039030360",70,14,0.5,1,0.4,4,3,0,0,97,234,,,,1995-01-01,1991-11-19,2008-09-22,14,FALSE
"642","THAMES - WEST","THAMES","THAME","DITCH: Artificial channel used primarily for land drainage","BLACK DITCH",35587,1,"SP",72776,6611,"SP7277606611",472776,206611,"GB106039030200",67,1.1,3.58,1,1.9,20,0,0,0,100,195.5,,,,1995-01-01,1990-05-29,2004-09-30,11,FALSE
"643","THAMES - WEST","THAMES","THAME","DITCH: Artificial channel used primarily for land drainage","BENNETTS DITCH",35588,1,"SP",67969,5459,"SP6796905459",467969,205459,"GB106039030240",64,6.7,2,1,1.1,4.67,8,70,17,5,166,,,,1995-01-01,1990-08-16,2007-09-29,20,FALSE
"644","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","SLADE BARN STREAM",35591,1,"SP",9558,25005,"SP0955825005",409558,225005,"GB106039037440",165,1.2,5.67,1,1.8,17.67,2,40,13,45,150,,,,1995-01-01,1990-05-20,2016-10-10,22,FALSE
"645","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35603,1,"SU",90430,82710,"SU9043082710",490430,182710,"GB106039023231",23,0.3,185.882,9,55,100,20,55,20,5,217,,,,1995-01-01,1989-10-02,2014-09-19,39,FALSE
"646","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35614,1,"TQ",1202,47423,"TQ0120247423",501202,147423,"GB106039017840",36,4,18.46,2,4.9,20,3,53,36,8,94,,,,2012-10-04,1999-09-30,2019-09-05,31,FALSE
"647","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HOOK NORTON BROOK",35660,1,"SP",38666,33047,"SP3866633047",438666,233047,"GB106039037210",135,4,6,1,1.5,16.67,8,55,17,20,120,,,,1995-01-01,1990-10-15,2018-11-26,23,FALSE
"648","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",35665,1,"SU",67447,54575,"SU6744754575",467447,154575,"GB106039017080",65,3.3,6.92,1,6,40,8,71,15,6,256,,,,2012-10-04,2002-05-24,2022-09-06,54,FALSE
"649","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35683,1,"SU",73083,40143,"SU7308340143",473083,140143,"GB106039017830",96,3.3,2.96,1,,,,,,,,,,,,1998-04-30,2009-11-19,22,FALSE
"650","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35703,1,"SU",82255,34160,"SU8225534160",482255,134160,"GB106039017700",75,1.3,14.04,3,,,,,,,,,,,,1996-01-18,2022-11-08,3,FALSE
"651","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","WALLACE BROOK",35717,1,"TQ",23500,47800,"TQ2350047800",523500,147800,"GB106039017621",0,,,,,,,,,,,,,,,2002-12-10,2002-12-10,1,FALSE
"652","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",35743,1,"TQ",18400,44700,"TQ1840044700",518400,144700,"GB106039017550",80,14.9,2.98,1,,,,,,,,,,,,1995-09-30,2012-07-27,8,FALSE
"653","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",35744,1,"TQ",19050,45010,"TQ1905045010",519050,145010,"GB106039017550",70,12.3,3.592,1,1.4,9.33,27,48,13,12,90.4,,,,1995-01-01,1990-02-01,2012-07-27,24,FALSE
"654","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","EMM BROOK",35749,1,"SU",79862,70424,"SU7986270424",479862,170424,"GB106039023130",43,1.9,7.916,1,3,35,18,38,22,22,164,,,,1995-01-01,1990-03-16,2018-10-04,27,FALSE
"655","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","EMM BROOK",35753,1,"SU",81282,67735,"SU8128267735",481282,167735,"GB106039023130",60,7.1,4.52,1,,,,,,,,,,,,1993-05-27,2015-03-04,5,FALSE
"656","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","ASHRIDGE STREAM",35762,1,"SU",79950,70480,"SU7995070480",479950,170480,"GB106039023130",43,3,1.718,1,2.5,26.33,3,27,23,47,210,,,,1995-01-01,1990-08-28,2018-10-04,25,FALSE
"657","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35763,1,"TQ",30900,47600,"TQ3090047600",530900,147600,"GB106039017560",62,2.5,3.88,1,3,32.5,21,45,0,34,204,,,,2012-10-04,2013-05-08,2015-10-27,4,FALSE
"658","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",35765,1,"SP",529,13224,"SP0052913224",400529,213224,"GB106039029810",155,2.5,1.64,,,,,,,,,,,,,2002-03-27,2002-03-27,1,FALSE
"659","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35777,1,"SP",28247,11829,"SP2824711829",428247,211829,"GB106039030440",97,1.7,45.62,5,11.4,32.67,7,45,35,13,181,,,,1995-01-01,1989-10-25,2009-10-06,30,FALSE
"660","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","WINTERBOURNE",35779,1,"SU",45255,69534,"SU4525569534",445255,169534,"GB106039023210",78,2,7.62,1,4.6,28,7,28,52,13,241,,,,1995-01-01,1990-03-06,2022-10-07,38,FALSE
"661","THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35781,1,"SU",88794,91985,"SU8879491985",488794,191985,"GB106039023880",60,3.3,8.69,2,15.8,32,3,17,7,73,246,,,,1995-01-01,1989-10-04,2004-09-17,20,FALSE
"662","THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35782,1,"SU",87777,92372,"SU8777792372",487777,192372,"GB106039023880",60,3.3,7.6,2,2.8,26,11,59,13,17,232,,,,1995-01-01,1989-10-04,2019-11-01,44,FALSE
"663","THAMES - WEST","THAMES","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492",489550,186492,"GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,,,,1995-01-01,1989-10-04,2019-09-06,48,FALSE
"664","THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SALT HILL STREAM",35787,1,"SU",96750,80350,"SU9675080350",496750,180350,"GB106039023530",26,3.4,5.729,1,3,16.67,4,48,23,25,161,,,,1995-01-01,1990-11-27,2019-10-15,41,FALSE
"665","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35790,1,"SU",73721,54858,"SU7372154858",473721,154858,"GB106039017240",65,1.9,7.04,1,,,,,,,,,,,,2004-04-27,2009-11-11,13,FALSE
"666","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35791,1,"SU",72191,51338,"SU7219151338",472191,151338,"GB106039017240",80,4,2,1,7.9,37.5,4,66,22,8,218,,,,2012-10-04,2004-04-27,2022-09-06,39,FALSE
"667","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35792,1,"SU",73820,60110,"SU7382060110",473820,160110,"GB106039017240",49,0.9,15.238,2,6.6,20.67,3,67,23,7,218,,,,1995-01-01,1990-04-05,2022-09-02,66,FALSE
"668","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35794,1,"SU",73886,58256,"SU7388658256",473886,158256,"GB106039017240",60,1.4,11.3,2,,,,,,,,,,,,2005-05-04,2005-09-14,2,FALSE
"669","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35797,1,"SP",29057,11527,"SP2905711527",429057,211527,"GB106039030440",95,1.2,37.9,5,13,35,1,24,5,70,194,,,,2012-10-04,2011-04-12,2022-11-16,13,FALSE
"670","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720",440196,201720,"GB106039030440",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,,,,1995-01-01,1989-10-10,2021-11-04,43,FALSE
"671","THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35799,1,"SP",12938,22650,"SP1293822650",412938,222650,"GB106039030480",148,2.9,13.19,2,2.7,30.8,8,57,18,17,150,,,,2012-10-04,2001-06-25,2023-03-14,43,FALSE
"672","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35800,1,"SU",94650,43880,"SU9465043880",494650,143880,"GB106039017820",41,0.6,42.58,5,10.5,39.33,5,47,43,5,113,,,,1995-01-01,1990-11-29,2014-09-15,21,FALSE
"673","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334",506995,161334,"GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,,,,1995-01-01,1990-05-15,2022-03-23,25,FALSE
"674","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35808,1,"TQ",4053,57565,"TQ0405357565",504053,157565,"GB106039017630",20,0.8,67.76,6,12.7,70,5,50,28,17,118,,,,1995-01-01,1991-12-05,2004-11-10,10,FALSE
"675","THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35810,1,"SU",74102,63339,"SU7410263339",474102,163339,"GB106039017240",46,0.9,19.561,2,13.2,41.67,3,62,20,15,157,,,,1995-01-01,1990-04-05,2006-10-31,23,FALSE
"676","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35811,1,"SU",87320,32660,"SU8732032660",487320,132660,"GB106039017700",111,6.5,5.652,1,3.7,21,12,57,20,12,74.2,,,,1995-01-01,1990-03-19,2013-09-17,23,FALSE
"677","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35812,1,"SU",80820,36690,"SU8082036690",480820,136690,"GB106039017720",66,1.4,17.36,3,6.7,51.67,13,48,25,13,82.4,,,,1995-01-01,1990-03-19,2022-11-08,61,FALSE
"678","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35817,1,"SU",99660,47770,"SU9966047770",499660,147770,"GB106039017630",33,0.9,51.842,5,9.7,103.33,0,0,67,33,102,,,,1995-01-01,1990-04-11,2005-09-19,21,FALSE
"679","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35818,1,"TQ",6745,65028,"TQ0674565028",506745,165028,"GB106039017630",11,0.6,79.59,4,15,300,0,3,47,50,114,,,,1995-01-01,1990-04-02,2014-09-17,25,FALSE
