"","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"2999","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",158987,1,"SU",92033,99112,"SU9203399112",492033,199112,"GB106039029830",105,3.3,4.8,1,4.5,20,2,68,20,10,209,,,,2022-08-26,2017-05-31,2017-05-31,1,FALSE
"3000","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","THE RYE",158988,1,"TQ",15030,57499,"TQ1503057499",515030,157499,"GB106039017610",28,19,6.4,,,,,,,,168.5,,,,2010-01-01,2012-11-12,2012-11-12,1,FALSE
"3001","SOUTH WEST - NORTH WESSEX","WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",158998,1,"SU",278,70521,"SU0027870521",400278,170521,"GB109053022050",75,6.4,4.9,2,4.5,46.2,20,45,32,3,238,,,,2013-12-31,2012-05-14,2015-10-06,4,FALSE
"3002","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE BROOK",159166,1,"TQ",51619,96005,"TQ5161996005",551619,196005,"GB106037028120",,,,,,,,,,,,,,,,2012-05-18,2013-09-25,4,FALSE
"3003","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","ROM/BEAM",159168,1,"TQ",50728,83958,"TQ5072883958",550728,183958,"GB106037028100",,,,,,,,,,,,,,,,2012-05-18,2013-10-30,4,FALSE
"3004","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",159169,1,"TL",37738,26291,"TL3773826291",537738,226291,"GB106038040140",,,,,,,,,,,,,,,,2012-02-27,2012-02-27,1,FALSE
"3005","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",159170,1,"TL",37761,26125,"TL3776126125",537761,226125,"GB106038040140",,,,,,,,,,,,,,,,2012-02-23,2012-02-23,1,FALSE
"3006","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",159171,1,"TL",37463,26465,"TL3746326465",537463,226465,"GB106038040140",,,,,,,,,,,,,,,,2012-02-23,2012-02-23,1,FALSE
"3007","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159184,1,"TR",14266,57492,"TR1426657492",614266,157492,"GB107040019770",,,,,,,,,,,,,,,,2012-05-23,2013-09-24,3,FALSE
"3008","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159185,1,"TR",14898,58234,"TR1489858234",614898,158234,"GB107040019770",7,,,,,,,,,,,,,,,2012-05-23,2012-05-23,1,FALSE
"3009","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","RAVENSBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","RAVENSBOURNE",159189,1,"TQ",38653,71106,"TQ3865371106",538653,171106,"GB106039023260",29,5,8.41,1,3,30,5,70,20,5,178,,,,2012-12-06,2012-05-23,2013-09-13,4,FALSE
"3010","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",159197,1,"SU",47014,67198,"SU4701467198",447014,167198,"GB106039023174",,,,,,,,,,,,,,,,2012-05-24,2012-05-24,1,FALSE
"3011","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","THAMES TIDEWAY (THAMES SE AREA)","ESTUARY: Lower section of a river between freshwater limit and the sea","THAMES TIDEWAY (THAMES SOUTH-EAST AREA)",159412,1,"TQ",49318,80312,"TQ4931880312",549318,180312,"GB530603911403",0,0.5,8,2,8.7,50,0,3,0,97,187,,,,2014-01-01,2013-04-25,2013-10-24,2,FALSE
"3012","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","HORTON BROOK",159446,1,"TQ",1205,80253,"TQ0120580253",501205,180253,"GB106039023040",30,1.6,5.6,1,,,,,,,,,,,,2012-05-18,2013-10-23,4,FALSE
"3013","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR TRIB",159476,1,"TQ",15336,23649,"TQ1533623649",515336,123649,"GB107041012270",20,5,4.8,1,1.4,23,3,17,7,73,43,,,,2013-10-01,2013-05-24,2013-10-09,2,FALSE
"3014","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",159652,1,"SU",73021,40057,"SU7302140057",473021,140057,"GB106039017830",,,,,,,,,,,,,,,,2013-09-02,2013-09-02,1,FALSE
"3015","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",159658,1,"TQ",18770,44910,"TQ1877044910",518770,144910,"GB106039017550",,,,,,,,,,,,,,,,2012-07-27,2012-07-27,1,FALSE
"3016","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","HOLY BROOK",159666,1,"SU",68364,71376,"SU6836471376",468364,171376,"GB106039023141",40,1.3,70,1,10.5,35,10,72,14,4,231,,,,2013-10-01,2013-05-07,2015-05-19,3,FALSE
"3017","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","OUSE (BEDS)","RIVER: Natural/semi-natural flowing fresh watercourse","RADSTONE BK.",159672,1,"SP",59740,40809,"SP5974040809",459740,240809,"GB105033037940",130,2.5,3.5,1,1.4,10,7,73,5,15,248.8,,,,2014-01-24,2013-04-03,2016-09-12,4,FALSE
"3018","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","UPPER OUSE","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE (UPPER)",159673,1,"SP",58031,36534,"SP5803136534",458031,236534,"GB105033037950",110,2.5,15,1,3.3,18,5,77,18,0,227.6,,,,2014-01-24,2013-05-13,2016-09-12,4,FALSE
"3019","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FOUDRY BROOK",159699,1,"SU",69698,65543,"SU6969865543",469698,165543,"GB106039017380",50,2.2,15.5,2,2.4,37,1,54,35,10,143,,,,2013-02-01,2015-05-22,2015-10-09,2,FALSE
"3020","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN MILL STREAM",159712,1,"TQ",73773,43485,"TQ7377343485",573773,143485,"GB106040018310",18,1,4.4,1,2.2,27.5,3,17,0,80,60.5,,,,2010-01-01,2013-03-26,2016-10-05,4,FALSE
"3021","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","STOUR MARSHES","DYKE: Natural or artificial watercourse primarily used for land drainage","EASTERN MONKTON STREAM",159812,1,"TR",28269,64570,"TR2826964570",628269,164570,"GB107040019620",1,0.1,7.6,2,4.3,113,,23,7,70,338,,,,2010-01-01,2021-04-28,2022-11-02,4,FALSE
"3022","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","NORTH KENT","SPRING SYSTEM","LOWER HALSTOW STREAM",159817,1,"TQ",85835,66976,"TQ8583566976",585835,166976,"GB106040018220",6,0.3,1.8,,1.4,13.8,20,71,7,2,280,,,,2015-01-01,2013-04-08,2015-10-06,8,FALSE
"3023","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE (BEDDINGTON ARM)",159840,1,"TQ",26747,67967,"TQ2674767967",526747,167967,"GB106039023460",,,,,,,,,,,,,,,,2015-04-28,2015-10-14,2,FALSE
"3024","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","THAMES TIDEWAY (THAMES SE AREA)","DYKE: Natural or artificial watercourse primarily used for land drainage","ALLHALLOWS MARSHES",159847,1,"TQ",81775,74134,"TQ8177574134",581775,174134,"GB106040024120",4,0.5,2.6,1,0.5,5,1,84,0,15,242,,,,2014-02-26,2013-05-13,2013-11-19,2,FALSE
"3025","MIDLANDS - CENTRAL","WEST MIDLANDS","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",159852,1,"SP",18269,38155,"SP1826938155",418269,238155,"GB109054039870",,,,,,,,,,,,,,,,2012-08-09,2012-08-09,1,FALSE
"3026","MIDLANDS - CENTRAL","WEST MIDLANDS","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",159853,1,"SP",18269,38155,"SP1826938155",418269,238155,"GB109054039870",,,,,,,,,,,,,,,,2012-08-09,2012-08-09,1,FALSE
"3027","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159856,1,"TQ",98481,43071,"TQ9848143071",598481,143071,"GB107040019660",42,2,18,2,,,,,,,,,,,,2012-08-20,2013-10-15,3,FALSE
"3028","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159857,1,"TQ",97244,43505,"TQ9724443505",597244,143505,"GB107040019660",44,,16.3,2,,,,,,,,,,,,2012-08-20,2013-10-15,2,FALSE
"3029","MIDLANDS - CENTRAL","WEST MIDLANDS","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",160004,1,"SP",18129,38909,"SP1812938909",418129,238909,"GB109054039870",,,,,,,,,,,,,,,,2012-08-09,2012-08-09,1,FALSE
"3030","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",160128,1,"TL",14847,1612,"TL1484701612",514847,201612,"GB106039029920",,,,,,,,,,,,,,,,2012-09-21,2012-09-21,1,FALSE
"3031","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",160129,1,"TL",14986,3092,"TL1498603092",514986,203092,"GB106039029920",,,,,,,,,,,,,,,,2012-09-21,2012-09-21,1,FALSE
"3032","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","UPPER OUSE","RIVER: Natural/semi-natural flowing fresh watercourse","STOWE BROOK",160138,1,"SP",66757,35557,"SP6675735557",466757,235557,"GB105033037890",100,3.3,3.1,1,2.4,15,6,71,23,0,241.5,,,,2014-01-27,2013-04-03,2015-10-29,4,FALSE
"3033","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160139,1,"SU",29582,71043,"SU2958271043",429582,171043,"GB106039023173",,,,,,,,,,,,,,,,2011-11-23,2017-10-27,13,FALSE
"3034","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160140,1,"SU",31820,70127,"SU3182070127",431820,170127,"GB106039023173",,,,,,,,,,,,,,,,2011-11-23,2017-10-27,13,FALSE
"3035","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160144,1,"SU",30581,70553,"SU3058170553",430581,170553,"GB106039023173",,,,,,,,,,,,,,,,2011-11-23,2017-10-27,13,FALSE
"3036","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160145,1,"SU",29278,71038,"SU2927871038",429278,171038,"GB106039023173",105,1.5,27.78,3,12.4,31,11,67,13,9,250,,,,2018-01-01,2011-11-23,2017-10-27,13,FALSE
"3037","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160146,1,"SU",28735,71287,"SU2873571287",428735,171287,"GB106039023173",,1.5,21.3,3,12.8,50,9,78,6,7,250,,,,2018-01-01,2012-09-11,2017-10-27,11,FALSE
"3038","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160147,1,"SU",46975,68219,"SU4697568219",446975,168219,"GB106039023220",,,,,,,,,,,,,,,,2011-11-23,2022-11-04,16,FALSE
"3039","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160149,1,"SU",46817,68319,"SU4681768319",446817,168319,"GB106039023220",,,,,,,,,,,,,,,,2011-11-23,2022-11-04,16,FALSE
"3040","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160150,1,"SU",46668,68452,"SU4666868452",446668,168452,"GB106039023220",80,1.5,22.37,1,6.3,56,4,74,12,10,213,,,,2018-01-01,2011-11-23,2022-11-04,18,FALSE
"3041","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160161,1,"SU",39945,73793,"SU3994573793",439945,173793,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2018-10-19,15,FALSE
"3042","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160162,1,"SU",40531,73329,"SU4053173329",440531,173329,"GB106039023220",97,2,12.2,1,9.7,54,4,75,10,11,213,,,,2018-01-01,2011-11-21,2018-10-19,15,FALSE
"3043","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160163,1,"SU",40424,73424,"SU4042473424",440424,173424,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2018-10-19,16,FALSE
"3044","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160164,1,"SU",39945,73793,"SU3994573793",439945,173793,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2014-10-24,7,FALSE
"3045","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160166,1,"SU",39845,73982,"SU3984573982",439845,173982,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2014-10-24,7,FALSE
"3046","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160167,1,"SU",39722,73974,"SU3972273974",439722,173974,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2014-10-24,7,FALSE
"3047","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","LEDBURN BROOK",160169,1,"SP",89625,21647,"SP8962521647",489625,221647,"GB105033030540",90,2,15,1,1.7,16,7,70,5,18,205,,,,2013-02-28,2013-04-09,2013-10-17,2,FALSE
"3048","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","CHICKSANDS BROOK",160182,1,"TL",12279,39979,"TL1227939979",512279,239979,"GB105033037670",45,5.4,8.3,1,1.7,15,9,81,7,3,170,,,,2013-02-28,2013-04-02,2016-10-10,4,FALSE
"3049","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","LEYBOURNE STREAM",160190,1,"TQ",68606,58386,"TQ6860658386",568606,158386,"GB106040018450",23,5,7,1,1.6,10,6,23,60,11,208,,,,2014-03-05,2012-10-10,2017-09-29,7,FALSE
"3050","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","SARRE PENN",160448,1,"TR",16812,62253,"TR1681262253",616812,162253,"GB107040019620",,,,,,,,,,,,,,,,2012-11-08,2012-11-08,1,FALSE
"3051","SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","SARRE PENN",160449,1,"TR",14347,60520,"TR1434760520",614347,160520,"GB107040019620",,,,,,,,,,,,,,,,2012-11-08,2012-11-08,1,FALSE
"3052","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SOR BROOK",160453,1,"SP",42356,39299,"SP4235639299",442356,239299,"GB106039037320",104,1.6,12.4,1,2.2,27.3,2,66,7,25,164,,,,2013-10-01,2013-05-13,2015-05-15,3,FALSE
"3053","THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","SARS BROOK",160514,1,"SP",27292,22248,"SP2729222248",427292,222248,"GB106039029980",110,6.1,5.21,1,2.3,14.3,10,70,9,11,202,,,,2013-12-01,2013-05-01,2015-03-24,3,FALSE
"3054","ANGLIAN - EASTERN","EAST ANGLIA - EAST","CHELMER","RIVER: Natural/semi-natural flowing fresh watercourse","BOREHAM BROOK",160576,1,"TL",76024,9001,"TL7602409001",576024,209001,"GB105037033910",15,5.8,7.2,1,1.3,17,2,12,50,36,260,,,,2014-01-16,2013-04-18,2015-09-17,4,FALSE
"3055","ANGLIAN - EASTERN","EAST ANGLIA - EAST","CROUCH","RIVER: Natural/semi-natural flowing fresh watercourse","RETTENDON BROOK",160577,1,"TQ",76430,98020,"TQ7643098020",576430,198020,"GB105037028560",20,23,2.4,1,1,9,5,53,10,32,247,,,,2014-01-16,2013-03-26,2016-10-05,4,FALSE
"3056","ANGLIAN - EASTERN","EAST ANGLIA - EAST","CAN","RIVER: Natural/semi-natural flowing fresh watercourse","CHIGNALL BROOK",160579,1,"TL",68690,7492,"TL6869007492",568690,207492,"GB105037033650",29,6.8,6.5,1,1.8,8,5,77,10,8,245,,,,2014-01-16,2013-04-18,2014-09-16,4,FALSE
"3057","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SHUTFORD STREAM",160611,1,"SP",39938,39955,"SP3993839955",439938,239955,"GB106039037300",113,2.7,6.7,1,2.3,25.7,0,0,0,100,154,,,,2013-10-01,2013-05-13,2013-09-12,2,FALSE
"3058","THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","TADMARTON STREAM",160612,1,"SP",40656,37302,"SP4065637302",440656,237302,"GB106039037270",108,2.9,7.7,1,3.4,28,70,28,0,2,187,,,,2014-01-01,2013-05-13,2015-05-14,3,FALSE
"3059","ANGLIAN - EASTERN","EAST ANGLIA - EAST","BLACKWATER ESTUARY","RIVER: Natural/semi-natural flowing fresh watercourse","SPICKETS BROOK",160613,1,"TL",84120,9120,"TL8412009120",584120,209120,"GB105037033670",10,12.4,5.5,1,2,15,8,40,32,20,201,,,,2014-01-28,2013-05-23,2013-09-03,2,FALSE
"3060","THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","WESTCOTE BROOK",160616,1,"SP",25033,22152,"SP2503322152",425033,222152,"GB106039029950",110,2.3,5.41,1,2.2,43,6,15,3,76,193,,,,2013-12-01,2013-05-01,2015-03-10,3,FALSE
"3061","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ROYAL BROOK",160622,1,"SU",93390,42984,"SU9339042984",493390,142984,"GB106039017760",43,1.5,7.95,1,2.2,23.2,4,58,31,7,113,,,,2013-02-14,2013-03-01,2015-04-22,3,FALSE
"3062","THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (N)",160668,1,"SU",95491,67536,"SU9549167536",495491,167536,"GB106039017040",43,4.5,5.9,2,1.8,20.7,8,64,23,5,107,,,,2013-02-14,2013-05-15,2015-10-23,4,FALSE
"3063","THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (ASCOT TO VIRGINIA WATER)",160671,1,"SU",94548,69365,"SU9454869365",494548,169365,"GB106039017050",43,5,4.56,1,2.8,20,0,60,36,4,107,,,,2013-02-14,2013-04-15,2020-10-15,7,FALSE
"3064","THAMES - WEST","THAMES","CHURN","RIVER: Natural/semi-natural flowing fresh watercourse","DAGLINGWORTH STREAM",160717,1,"SO",99294,5218,"SO9929405218",399294,205218,"GB106039029770",132,6.7,3.8,1,1.7,11.5,10,28,15,47,197,,,,2013-10-01,2013-05-01,2015-05-13,3,FALSE
"3065","THAMES - WEST","THAMES","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","THORNHILL DITCH",160718,1,"SU",19653,99123,"SU1965399123",419653,199123,"GB106039029760",75,1.3,9.04,1,2.1,23.1,0,67,25,8,254,,,,2013-10-01,2013-05-15,2015-09-30,4,FALSE
"3066","THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","HAMBLE BROOK",160720,1,"SU",78377,86445,"SU7837786445",478377,186445,"GB106039023720",44,7.1,5.95,1,3.2,13,10,78,12,0,221,,,,2013-10-01,2013-05-15,2016-05-04,3,FALSE
"3067","THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",160723,1,"SU",42876,63574,"SU4287663574",442876,163574,"GB106039017280",105,5.3,6.2,2,3.2,30.7,9,81,7,3,68,,,,2013-12-01,2013-04-17,2013-11-12,2,FALSE
"3068","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","BOLNEY SEWER",160749,1,"TQ",25470,21956,"TQ2547021956",525470,121956,"GB107041012250",10,6.5,6.5,1,1.5,27,3,52,0,45,70,,,,2013-10-01,2013-05-20,2013-10-21,2,FALSE
"3069","SOUTHERN - SOLENT & S. DOWNS","SOLENT AND SOUTH DOWNS","ADUR","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR TRIB",160750,1,"TQ",13891,20806,"TQ1389120806",513891,120806,"GB107041012190",15,5,5.3,1,2,30,,,,100,45,,,,2014-01-01,2013-05-22,2014-10-06,4,FALSE
"3070","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","THAMES SOURCE TO TEDDINGTON (NE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","PORTLANE BROOK",160912,1,"TQ",10512,72117,"TQ1051272117",510512,172117,"GB106039023451",14,1,0.5,1,2,26,0,0,20,80,177,,,,2013-01-01,2013-05-20,2019-11-29,6,FALSE
"3071","THAMES - SOUTH EAST","THAMES","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",160922,1,"SU",94749,54204,"SU9474954204",494749,154204,"GB106039017870",36,2.4,3.46,1,1.5,20,2,55,28,15,94,,,,2013-02-14,2013-05-16,2018-09-25,6,FALSE
"3072","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","TOVE","RIVER: Natural/semi-natural flowing fresh watercourse","SHUTLANGER BROOK",161029,1,"SP",72268,49430,"SP7226849430",472268,249430,"GB105033038270",90,7.6,9,1,1.6,14,0,58,0,42,234.2,,,,2014-01-27,2013-04-11,2018-11-27,4,FALSE
"3073","MIDLANDS - CENTRAL","WEST MIDLANDS","ARROW & ALNE (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","ALNE",161051,1,"SP",15268,64919,"SP1526864919",415268,264919,"GB109054043830",68,8.8,11.9,2,4,10,31,62,4,3,206.5,,,,2013-03-01,2013-04-22,2013-09-04,2,FALSE
"3074","MIDLANDS - CENTRAL","WEST MIDLANDS","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","WAGTAIL BROOK",161055,1,"SP",26691,44242,"SP2669144242",426691,244242,"GB109054039890",65,3.8,14.3,2,3,29,31,31,30,8,245,,,,2013-03-01,2013-04-17,2013-09-05,2,FALSE
"3075","MIDLANDS - CENTRAL","WEST MIDLANDS","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",161063,1,"SP",18490,37304,"SP1849037304",418490,237304,"GB109054039870",97,7.1,8.6,2,3,23,37,41,9,13,164,,,,2013-03-01,2013-05-03,2013-09-23,2,FALSE
"3076","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","ICKLETON BROOK",161079,1,"TL",49370,44219,"TL4937044219",549370,244219,"GB105033037570",40,4.5,15,1,2.5,10,0,55,25,20,275.8,,,,2014-01-27,2013-03-25,2015-11-17,3,FALSE
"3077","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","PADBURY/CLAYDON BKS","RIVER: Natural/semi-natural flowing fresh watercourse","COSGROVE BROOK",161110,1,"SP",78147,41796,"SP7814741796",478147,241796,"GB105033037990",70,0.7,17,1,2.8,10,8,83,8,1,231.1,,,,2014-01-27,2013-04-03,2013-10-16,2,FALSE
"3078","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","CAM",161113,1,"TL",52195,33924,"TL5219533924",552195,233924,"GB105033037480",65,3,9.3,1,1.8,4,8,89,1,2,289.2,,,,2014-01-27,2013-03-25,2022-03-14,8,FALSE
"3079","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","CAM (1)","RIVER: Natural/semi-natural flowing fresh watercourse","WICKEN WATER",161118,1,"TL",52290,34475,"TL5229034475",552290,234475,"GB105033037540",55,7.1,10.2,1,2.1,5,4,89,7,0,310.5,,,,2014-01-27,2013-05-28,2019-03-15,17,FALSE
"3080","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF OUZEL",161122,1,"SP",86231,30873,"SP8623130873",486231,230873,"GB105033037840",88,6.5,2,1,1.9,14,5,83,6,6,231.9,,,,2014-01-27,2013-04-09,2018-11-12,6,FALSE
"3081","ANGLIAN - CENTRAL","EAST ANGLIA - WEST","RHEE","RIVER: Natural/semi-natural flowing fresh watercourse","TRIB OF RHEE",161124,1,"TL",36250,49700,"TL3625049700",536250,249700,"GB105033038150",22,4.5,7.3,1,1.6,18,4,85,5,6,263.1,,,,2014-01-27,2013-03-25,2013-10-22,2,FALSE
